Basis,Line,,Product group,Rate,Yield,Uptime
Additional Days,E28,0.77,Roll Sleeve,0.07923416252362847,0.0474882614197456,1.8694187499999995
Additional Days,E28,0.77,Shrink Sleeve,1.5416589344816742,1.5695067330223225,1.2405644675925975
Additional Days,E28,0.78,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.78,PSL,28.42469340746112,12.252565023727868,0.6425912037037037
Additional Days,E28,0.78,Roll Sleeve,0.0817075911549271,0.049057557620974634,1.938656481481481
Additional Days,E28,0.78,Shrink Sleeve,1.629565110619879,1.5695067330223225,1.850344675925923
Additional Days,E28,0.79,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.79,PSL,28.89290803211179,12.821201209903563,0.7243282407407413
Additional Days,E28,0.79,Roll Sleeve,0.08415341063736836,0.05061482120065952,2.0078942129629627
Additional Days,E28,0.79,Shrink Sleeve,1.7170285381712702,1.5695067330223225,2.4601248842592587
Additional Days,E28,0.8,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.8,PSL,29.18422789609879,13.064738108027342,0.8967615740740755
Additional Days,E28,0.8,Roll Sleeve,0.08657208067760486,0.05216019002095151,2.077131944444444
Additional Days,E28,0.8,Shrink Sleeve,1.804052553657364,1.5695067330223225,3.069905092592595
Additional Days,E28,0.81,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.81,PSL,29.318035532962597,13.59259267006155,1.080274074074074
Additional Days,E28,0.81,Roll Sleeve,0.08896405083281472,0.05369379984596506,2.1463696759259254
Additional Days,E28,0.81,Shrink Sleeve,1.8975955924322818,1.5695067330223225,3.7429479166666813
Additional Days,E28,0.82,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.82,PSL,29.365208317327884,14.273670409072878,1.269941666666665
Additional Days,E28,0.82,Roll Sleeve,0.09132976078926613,0.05521578438153718,2.2156074074074064
Additional Days,E28,0.82,Shrink Sleeve,2.128403788556483,1.5695067330223225,5.681243055555545
Additional Days,E28,0.83,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.83,PSL,29.637209212961437,14.855112106486956,1.405964814814814
Additional Days,E28,0.83,Roll Sleeve,0.09366964063175759,0.05672627531408675,2.284845138888888
Additional Days,E28,0.83,Shrink Sleeve,2.356140987268013,1.5695067330223225,7.619538194444442
Additional Days,E28,0.84,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.84,PSL,29.925877628640393,15.401335755967267,1.5468509259259253
Additional Days,E28,0.84,Roll Sleeve,0.09598411110428001,0.058225402348595634,2.3540828703703696
Additional Days,E28,0.84,Shrink Sleeve,2.5808680748227815,1.5695067330223225,9.55783333333334
Additional Days,E28,0.85,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.85,PSL,29.97626482330972,15.74587888519909,1.8671851851851862
Additional Days,E28,0.85,Roll Sleeve,0.09827358386223278,0.059713293245737153,2.423320601851851
Additional Days,E28,0.85,Shrink Sleeve,2.8026443385184194,1.5695067330223225,11.496128472222203
Additional Days,E28,0.86,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.86,PSL,30.133118355246324,16.208041118698446,2.2912305555555514
Additional Days,E28,0.86,Roll Sleeve,0.10053846171651176,0.061190073858171656,2.4925583333333328
Additional Days,E28,0.86,Shrink Sleeve,3.049550739908284,1.5695067330223225,12.931074999999998
Additional Days,E28,0.87,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.87,PSL,30.55292921526744,16.96270844154185,2.974553703703702
Additional Days,E28,0.87,Roll Sleeve,0.10277913886977291,0.06265586816603258,2.561796064814814
Additional Days,E28,0.87,Shrink Sleeve,3.3616871804394393,1.5695067330223225,13.10765
Additional Days,E28,0.88,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.88,PSL,31.327511176844652,18.024925259956035,3.4535578703703713
Additional Days,E28,0.88,Roll Sleeve,0.10499600114516244,0.06411079831162364,2.6310337962962955
Additional Days,E28,0.88,Shrink Sleeve,3.6680282788066236,1.5695067330223225,13.284225
Additional Days,E28,0.89,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.89,PSL,32.43255322372336,19.381507157352615,3.728243055555558
Additional Days,E28,0.89,Roll Sleeve,0.1071894262077922,0.06555498463334697,2.7002715277777773
Additional Days,E28,0.89,Shrink Sleeve,3.968733950981921,1.5695067330223225,13.4608
Additional Days,E28,0.9,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.9,PSL,33.096498161229036,19.864132843037368,4.9754282407407375
Additional Days,E28,0.9,Roll Sleeve,0.10935978377922778,0.0669885456988824,2.7695092592592587
Additional Days,E28,0.9,Shrink Sleeve,4.263958282958605,1.5695067330223225,13.637375
