Basis,Line,,Product group,Rate,Yield,Uptime
Additional Days,E28,0.91,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.91,PSL,33.58694464087098,20.003308816986134,6.6116134259259285
Additional Days,E28,0.91,Roll Sleeve,0.1115074358452452,0.06841159833763749,2.83874699074074
Additional Days,E28,0.91,Shrink Sleeve,4.527717870241059,1.5695067330223225,13.850581018518518
Additional Days,E28,0.92,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.92,PSL,34.92263182262381,20.226827916274488,7.798708796296304
Additional Days,E28,0.92,Roll Sleeve,0.11363273685710035,0.06982425767248646,2.907984722222222
Additional Days,E28,0.92,Shrink Sleeve,4.763770668608675,1.5695067330223225,14.097087962962965
Additional Days,E28,0.93,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.93,PSL,36.202301520415496,20.48380589692499,8.893244907407416
Additional Days,E28,0.93,Roll Sleeve,0.11573603392654769,0.07122663715081545,2.9772224537037033
Additional Days,E28,0.93,Shrink Sleeve,4.996348403706875,1.5695067330223225,14.343594907407407
Additional Days,E28,0.94,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.94,PSL,37.061013194697786,20.90501630467594,9.639697685185187
Additional Days,E28,0.94,Roll Sleeve,0.1178176670148322,0.07261884857489387,3.0464601851851842
Additional Days,E28,0.94,Shrink Sleeve,5.225527252296459,1.5695067330223225,14.59010185185185
Additional Days,E28,0.95,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.95,PSL,38.044224867491884,21.1878317787357,10.497446759259251
Additional Days,E28,0.95,Roll Sleeve,0.1198779691158725,0.07400100213158656,3.1156979166666656
Additional Days,E28,0.95,Shrink Sleeve,5.451381180797757,1.5695067330223225,14.836608796296295
Additional Days,E28,0.96,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.96,PSL,39.25253072851525,21.225110868717422,11.555529166666664
Additional Days,E28,0.96,Roll Sleeve,0.12191726643383988,0.07537320642142431,3.1849356481481474
Additional Days,E28,0.96,Shrink Sleeve,5.568579023757977,1.5695067330223225,15.660284259259258
Additional Days,E28,0.97,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.97,PSL,40.410233010391224,23.34527298710961,12.812218981481484
Additional Days,E28,0.97,Roll Sleeve,0.12393587855533478,0.07673556848704904,3.254173379629629
Additional Days,E28,0.97,Shrink Sleeve,5.652054006727045,1.5695067330223225,16.664324884259262
Additional Days,E28,0.98,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.98,PSL,41.521113235487874,26.884504513444853,14.217864351851839
Additional Days,E28,0.98,Roll Sleeve,0.1259341186163498,0.07808819384104965,3.32341111111111
Additional Days,E28,0.98,Shrink Sleeve,5.735077624944164,1.5695067330223225,17.66836550925925
Additional Days,E28,0.99,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,0.99,PSL,49.02930740811546,27.62025654133194,15.769443055555548
Additional Days,E28,0.99,Roll Sleeve,0.12791229346420335,0.07943118649320213,3.392648842592592
Additional Days,E28,0.99,Shrink Sleeve,5.8176535294580844,1.5695067330223225,18.672406134259255
Additional Days,E28,1.0,PH Mono Films,0.0,0.0,0.0
Additional Days,E28,1.0,PSL,55.94980616697161,27.62025654133194,17.36082175925926
Additional Days,E28,1.0,Roll Sleeve,0.12987070381461913,0.08076464897713054,3.4618865740740734
Additional Days,E28,1.0,Shrink Sleeve,5.899785332046079,1.5695067330223225,19.67644675925926
Additional Days,K06,0.5,Shrink Sleeve,0.0,0.0,0.0
Additional Days,K06,0.51,Shrink Sleeve,0.5413612894431026,0.0,0.0
Additional Days,K06,0.52,Shrink Sleeve,1.0304785689297944,0.0,0.0
Additional Days,K06,0.53,Shrink Sleeve,1.3539956373601,0.0,0.0
Additional Days,K06,0.54,Shrink Sleeve,1.7290524431172685,0.0,0.0
Additional Days,K06,0.55,Shrink Sleeve,2.028621999231234,0.0,0.0
Additional Days,K06,0.56,Shrink Sleeve,2.587449585021261,0.0,0.0
Additional Days,K06,0.57,Shrink Sleeve,3.00744310131725,0.0,0.0
Additional Days,K06,0.58,Shrink Sleeve,3.927645898214223,0.0,0.0
Additional Days,K06,0.59,Shrink Sleeve,4.677405413198272,0.0,0.0
Additional Days,K06,0.6,Shrink Sleeve,5.158034302688179,0.0,0.0
Additional Days,K06,0.61,Shrink Sleeve,5.867651404299465,0.0,0.0
Additional Days,K06,0.62,Shrink Sleeve,6.372835014902762,0.0,0.0
Additional Days,K06,0.63,Shrink Sleeve,6.881226635835475,0.0,0.0
Additional Days,K06,0.64,Shrink Sleeve,7.391457823608931,0.0,0.0
Additional Days,K06,0.65,Shrink Sleeve,8.133411131440312,0.0,0.0
Additional Days,K06,0.66,Shrink Sleeve,8.566346184924129,0.0,0.0
Additional Days,K06,0.67,Shrink Sleeve,9.68586092428393,0.0,0.0
Additional Days,K06,0.68,Shrink Sleeve,10.467860229591139,0.0,0.0
Additional Days,K06,0.69,Shrink Sleeve,11.204581035457181,0.0,0.0
Additional Days,K06,0.7,Shrink Sleeve,11.601643179843734,0.0,0.0
Additional Days,K06,0.71,Shrink Sleeve,12.083201372392097,0.0,0.0
Additional Days,K06,0.72,Shrink Sleeve,12.429871441090341,0.0,0.0
Additional Days,K06,0.73,Shrink Sleeve,12.91088906306075,0.0,0.0
Additional Days,K06,0.74,Shrink Sleeve,13.435198881526901,0.0,0.0
Additional Days,K06,0.75,Shrink Sleeve,13.893991084912102,0.0,0.0
Additional Days,K06,0.76,Shrink Sleeve,14.657994644683072,0.0,0.0
Additional Days,K06,0.77,Shrink Sleeve,15.388049067464294,0.0,0.0
Additional Days,K06,0.78,Shrink Sleeve,16.000570885703894,0.0,0.0
Additional Days,K06,0.79,Shrink Sleeve,17.224732780629836,0.0,0.0
Additional Days,K06,0.8,Shrink Sleeve,18.042928320020394,0.0,0.0
Additional Days,K06,0.81,Shrink Sleeve,18.973774546008315,0.0,0.0
Additional Days,K06,0.82,Shrink Sleeve,19.55118610920607,0.0,0.0
Additional Days,K06,0.83,Shrink Sleeve,20.26773837501679,0.0,0.0
Additional Days,K06,0.84,Shrink Sleeve,20.872975006879557,0.0,0.0
Additional Days,K06,0.85,Shrink Sleeve,22.30576015443708,0.0,0.0
Additional Days,K06,0.86,Shrink Sleeve,23.627784261346875,0.0,0.0
Additional Days,K06,0.87,Shrink Sleeve,24.771251420930525,0.0,0.0
Additional Days,K06,0.88,Shrink Sleeve,26.099617836612452,0.0,0.0
Additional Days,K06,0.89,Shrink Sleeve,26.76459387144007,0.0,0.0
Additional Days,K06,0.9,Shrink Sleeve,27.88822163796965,0.0,0.00011342592592592672
Additional Days,K06,0.91,Shrink Sleeve,29.37721760466684,0.0,0.02648518518518525
Additional Days,K06,0.92,Shrink Sleeve,30.658975713064308,0.0,0.054723611111111105
Additional Days,K06,0.93,Shrink Sleeve,32.481883857315665,0.0,0.09611898148148147
Additional Days,K06,0.94,Shrink Sleeve,33.57687375033822,0.0,0.15147314814814786
Additional Days,K06,0.95,Shrink Sleeve,35.63266886657897,0.0,0.18729166666666672
Additional Days,K06,0.96,Shrink Sleeve,38.04199346556996,0.0,0.25594583333333326
Additional Days,K06,0.97,Shrink Sleeve,41.054934657535085,0.0,0.41654305555555604
Additional Days,K06,0.98,Shrink Sleeve,50.71001234958132,0.0,3.0590046296296083
Additional Days,K06,0.99,Shrink Sleeve,74.35129202845505,0.0,7.120920833333315
Additional Days,K06,1.0,Shrink Sleeve,141.56096096969117,0.0,17.04994212962963
Additional Days,K10,0.5,Cards Core,0.0,0.0,0.0
Additional Days,K10,0.5,Construction,0.0,0.0,0.0
Additional Days,K10,0.5,Cooling Tower,0.0,0.0,0.0
Additional Days,K10,0.5,Dec. Surfaces/others,0.0,0.0,0.0
Additional Days,K10,0.5,Other Technical,0.0,0.0,0.0
Additional Days,K10,0.5,Print,0.0,0.0,0.0
Additional Days,K10,0.51,Cards Core,0.7459813044806651,0.4122155650298964,0.0
Additional Days,K10,0.51,Construction,0.6093356898628173,0.3458809170633401,0.0
Additional Days,K10,0.51,Cooling Tower,0.04911810108663417,0.008856619990205594,0.0
Additional Days,K10,0.51,Dec. Surfaces/others,0.015099057643463087,0.0021741498248855073,0.0
Additional Days,K10,0.51,Other Technical,0.010058886549292101,0.0025890491011013594,0.0
Additional Days,K10,0.51,Print,0.0005708154036243585,0.009420803678446,0.0
Additional Days,K10,0.52,Cards Core,1.650802321804349,1.0182527602174787,0.0
Additional Days,K10,0.52,Construction,0.7878061113546977,0.4214181701748032,0.0
Additional Days,K10,0.52,Cooling Tower,0.09761317205193176,0.017693168815276827,0.0
Additional Days,K10,0.52,Dec. Surfaces/others,0.030053563949470785,0.004345250984908677,0.0
Additional Days,K10,0.52,Other Technical,0.020056105935273738,0.005173623872292588,0.0
Additional Days,K10,0.52,Print,0.0011409720881481178,0.018675304604456766,0.0
Additional Days,K10,0.53,Cards Core,2.3727896691025308,1.4915730693846,0.0
Additional Days,K10,0.53,Construction,0.9888676266303804,0.6737730821819241,0.0
Additional Days,K10,0.53,Cooling Tower,0.14549699226711965,0.026509714626893555,0.0
Additional Days,K10,0.53,Dec. Surfaces/others,0.044865584829639094,0.006513309887986374,0.0
Additional Days,K10,0.53,Other Technical,0.029992223511441374,0.007753735902198855,0.0
Additional Days,K10,0.53,Print,0.0017104711931527072,0.027767867793225154,0.0
Additional Days,K10,0.54,Cards Core,3.0563856516039323,2.0850390461554014,0.0
Additional Days,K10,0.54,Construction,1.0721160053301517,0.7058928647467866,0.0
Additional Days,K10,0.54,Cooling Tower,0.17262457021265565,0.040033600349087095,0.0
Additional Days,K10,0.54,Dec. Surfaces/others,0.059537147014538494,0.008678332924086707,0.0
Additional Days,K10,0.54,Other Technical,0.0398677977415991,0.010329396739457763,0.0
Additional Days,K10,0.54,Print,0.0022793138555937675,0.03670270682446142,0.0
Additional Days,K10,0.55,Cards Core,3.7518150711627527,2.9532703585552724,0.0
Additional Days,K10,0.55,Construction,1.332105440490487,0.7511702201939414,0.0
Additional Days,K10,0.55,Cooling Tower,0.18951137363884474,0.055863850851658015,0.0
Additional Days,K10,0.55,Dec. Surfaces/others,0.06800974842526974,0.018574295455699996,0.0
Additional Days,K10,0.55,Other Technical,0.04968338030449093,0.012900617892895205,0.0
Additional Days,K10,0.55,Print,0.002847501209805814,0.04548389035311473,0.0
Additional Days,K10,0.56,Cards Core,5.063871653533965,3.3006074004294703,0.0
Additional Days,K10,0.56,Construction,1.7506118835124411,0.8817372024912231,0.0
Additional Days,K10,0.56,Cooling Tower,0.2063225350572493,0.0716297062328799,0.0
Additional Days,K10,0.56,Dec. Surfaces/others,0.06917163286970451,0.037578111550717,0.0
Additional Days,K10,0.56,Other Technical,0.059439516196537756,0.015467410831696782,0.0
Additional Days,K10,0.56,Print,0.003415034387512894,0.05411534828705533,0.0
Additional Days,K10,0.57,Cards Core,6.040716275609498,3.9731394714924875,0.0
Additional Days,K10,0.57,Construction,2.0328890317321537,0.9098497455107548,0.0
Additional Days,K10,0.57,Cooling Tower,0.22305856157336024,0.08733155861996078,0.0
Additional Days,K10,0.57,Dec. Surfaces/others,0.07033263853436589,0.05634887352266427,0.0
Additional Days,K10,0.57,Other Technical,0.06913674383270152,0.018029786985574336,0.0
Additional Days,K10,0.57,Print,0.0039819145178332516,0.06260087765142575,0.0
Additional Days,K10,0.58,Cards Core,6.974995982066332,4.2993756982549485,0.0
Additional Days,K10,0.58,Construction,2.4393143790557943,1.0224597763834282,0.0
Additional Days,K10,0.58,Cooling Tower,0.23971995576991834,0.10296979696280317,0.0
Additional Days,K10,0.58,Dec. Surfaces/others,0.07149276641586022,0.07489084234822885,0.0
Additional Days,K10,0.58,Other Technical,0.07877559514553933,0.02058775774494004,0.0
Additional Days,K10,0.58,Print,0.004548142727289095,0.07094414815804895,0.0
Additional Days,K10,0.59,Cards Core,7.624476868811712,5.5026089577838775,0.0
Additional Days,K10,0.59,Construction,3.093372356546574,1.1089098968511735,0.0
Additional Days,K10,0.59,Cooling Tower,0.2563072157572206,0.1185448070661188,0.0
Additional Days,K10,0.59,Dec. Surfaces/others,0.0726520175092884,0.09320817576087759,0.0
Additional Days,K10,0.59,Other Technical,0.08835659568246701,0.023141334461074692,0.0
Additional Days,K10,0.59,Print,0.005113720139812372,0.07914870749705094,0.0
Additional Days,K10,0.6,Cards Core,8.572987741870946,5.9890466366819055,0.0
Additional Days,K10,0.6,Construction,3.2915556028825534,1.3127590646949727,0.0
Additional Days,K10,0.6,Cooling Tower,0.27282083522275347,0.13405697162115704,0.0
Additional Days,K10,0.6,Dec. Surfaces/others,0.07381039280824941,0.11130493135900821,0.0
Additional Days,K10,0.6,Other Technical,0.09788026470127864,0.02569052844629116,0.0
Additional Days,K10,0.6,Print,0.005678647876753429,0.08721798636673228,0.0
Additional Days,K10,0.61,Cards Core,9.707131984485954,6.138921345821615,0.0
Additional Days,K10,0.61,Construction,3.5536461096843297,2.1255561699320253,0.0
Additional Days,K10,0.61,Cooling Tower,0.2742552596468615,0.19217002756678792,0.0
Additional Days,K10,0.61,Dec. Surfaces/others,0.07496789330483944,0.1291850696024719,0.0
Additional Days,K10,0.61,Other Technical,0.10734711526395913,0.02823535097410801,0.0
Additional Days,K10,0.61,Print,0.0062429270568875594,0.09515530325667076,0.0
Additional Days,K10,0.62,Cards Core,10.659122514921734,6.6491871463854295,0.0
Additional Days,K10,0.62,Construction,3.749287617098119,2.2699683134133295,0.0
Additional Days,K10,0.62,Cooling Tower,0.27568912978169724,0.2494094655289958,0.0
Additional Days,K10,0.62,Dec. Surfaces/others,0.07612451998965719,0.1468524567021472,0.0
Additional Days,K10,0.62,Other Technical,0.1167576543288158,0.030775813279410702,0.0
Additional Days,K10,0.62,Print,0.006806558796423112,0.10296386899806265,0.0
Additional Days,K10,0.63,Cards Core,12.385450626920743,7.283672548836904,0.0
Additional Days,K10,0.63,Construction,4.193502405743949,2.2699683134133295,0.0
Additional Days,K10,0.63,Cooling Tower,0.2771224459484829,0.3057948382868121,0.0
Additional Days,K10,0.63,Dec. Surfaces/others,0.07728027385180747,0.1643108674069631,0.0
Additional Days,K10,0.63,Other Technical,0.12611238284098203,0.033311926558619476,0.0
Additional Days,K10,0.63,Print,0.007369544209007928,0.110646791094413,0.0
Additional Days,K10,0.64,Cards Core,13.085602376524037,7.557295302552006,0.0
Additional Days,K10,0.64,Construction,4.489927704154908,2.2699683134133295,0.0
Additional Days,K10,0.64,Cooling Tower,0.27855520846819104,0.36134511944915193,0.0
Additional Days,K10,0.64,Dec. Surfaces/others,0.08041209903816027,0.1774136372385251,0.0
Additional Days,K10,0.64,Other Technical,0.1354117958213008,0.03584370196985143,0.0
Additional Days,K10,0.64,Print,0.007931884405737777,0.11820707784484497,0.0
Additional Days,K10,0.65,Cards Core,13.855801432361545,7.938165554155148,0.0
Additional Days,K10,0.65,Construction,4.947650142878182,2.2699683134133295,0.0
Additional Days,K10,0.65,Cooling Tower,0.279987417661542,0.41607872474158025,0.0
Additional Days,K10,0.65,Dec. Surfaces/others,0.08698398678362551,0.18317307863700893,0.0
Additional Days,K10,0.65,Other Technical,0.1446563824536491,0.038371150633086604,0.0
Additional Days,K10,0.65,Print,0.008493580495163133,0.12564764227152414,0.0
Additional Days,K10,0.66,Cards Core,14.44494971929862,8.206698736618051,0.0
Additional Days,K10,0.66,Construction,5.187092204456768,2.2699683134133295,0.0
Additional Days,K10,0.66,Cooling Tower,0.28141907384901543,0.4700135323610697,0.0
Additional Days,K10,0.66,Dec. Surfaces/others,0.09352769563303243,0.18890985558469087,0.0
Additional Days,K10,0.66,Other Technical,0.15384662617071587,0.04089428363033143,0.0
Additional Days,K10,0.66,Print,0.009054633583295724,0.13297130586196704,0.0
Additional Days,K10,0.67,Cards Core,15.094031502437872,8.84184732885376,0.0
Additional Days,K10,0.67,Construction,5.427477941120671,2.2699683134133295,0.0
Additional Days,K10,0.67,Cooling Tower,0.3027525468401393,0.5135937162821769,0.0
Additional Days,K10,0.67,Dec. Surfaces/others,0.1000434064365785,0.19462410160196963,0.0
Additional Days,K10,0.67,Other Technical,0.16298300473827432,0.0434131120057768,0.0
Additional Days,K10,0.67,Print,0.01179497672460983,0.1387765145494252,1.3888888888889211e-06
Additional Days,K10,0.68,Cards Core,16.221572662222172,9.55841158691453,0.0
Additional Days,K10,0.68,Construction,5.687391787407549,2.2699683134133295,0.0
Additional Days,K10,0.68,Cooling Tower,0.36322378495136665,0.5376638209338624,0.0
Additional Days,K10,0.68,Dec. Surfaces/others,0.10653129850018628,0.20031594916251017,0.0
Additional Days,K10,0.68,Other Technical,0.17206599033797154,0.045927646765961505,0.0
Additional Days,K10,0.68,Print,0.01882682907083233,0.14172294050450807,5.55555555555556e-06
Additional Days,K10,0.69,Cards Core,17.833562691367547,9.880498139690388,0.0
Additional Days,K10,0.69,Construction,5.884858814579964,2.2699683134133295,0.0
Additional Days,K10,0.69,Cooling Tower,0.42271377319589387,0.561575579757359,0.0
Additional Days,K10,0.69,Dec. Surfaces/others,0.11299154960194935,0.20598552970347628,0.0
Additional Days,K10,0.69,Other Technical,0.1810960496486791,0.0484378988799361,0.0
Additional Days,K10,0.69,Print,0.025758174418891944,0.14465053673763895,9.7222222222222e-06
Additional Days,K10,0.7,Cards Core,18.948368364837307,10.795342595667194,0.0
Additional Days,K10,0.7,Construction,6.146914163937126,2.2699683134133295,0.0
Additional Days,K10,0.7,Cooling Tower,0.48124620305687316,0.5853305501533717,0.0
Additional Days,K10,0.7,Dec. Surfaces/others,0.11942433600837665,0.2116329736356546,0.0
Additional Days,K10,0.7,Other Technical,0.1900736439264219,0.050943879279414794,0.0
Additional Days,K10,0.7,Print,0.032591152313911076,0.14755948317651868,1.388888888888884e-05
Additional Days,K10,0.71,Cards Core,19.25293815722489,11.331000529239333,0.0
Additional Days,K10,0.71,Construction,6.568378112389034,2.2699683134133295,0.0
Additional Days,K10,0.71,Cooling Tower,0.5388440094243441,0.6089302691657208,0.0
Additional Days,K10,0.71,Dec. Surfaces/others,0.12582983249041613,0.21725841035345006,0.0
Additional Days,K10,0.71,Other Technical,0.1989992290829119,0.053445598858939736,0.0
Additional Days,K10,0.71,Print,0.039327842001398605,0.15044995746372458,1.805555555555554e-05
Additional Days,K10,0.72,Cards Core,20.39710987112244,11.702525948714225,0.0
Additional Days,K10,0.72,Construction,6.880599155514695,2.2699683134133295,0.0
Additional Days,K10,0.72,Cooling Tower,0.5955294005584824,0.6323762538128683,0.0
Additional Days,K10,0.72,Dec. Surfaces/others,0.1322082123392896,0.22286196824476656,0.0
Additional Days,K10,0.72,Other Technical,0.20787325576273208,0.05594306847603825,0.0
Additional Days,K10,0.72,Print,0.04597026453669495,0.15332213499287195,2.222222222222224e-05
Additional Days,K10,0.73,Cards Core,21.35534712742748,12.53434108410491,0.0
Additional Days,K10,0.73,Construction,7.736247915714735,2.2699683134133295,0.0
Additional Days,K10,0.73,Cooling Tower,0.6513238866400863,0.6556700014129753,0.0
Additional Days,K10,0.73,Dec. Surfaces/others,0.14341223208689913,0.22692361378077397,0.0
Additional Days,K10,0.73,Other Technical,0.2166961694191789,0.058436298951378696,0.0
Additional Days,K10,0.73,Print,0.05252038480648036,0.15617618894409158,2.638888888888888e-05
Additional Days,K10,0.74,Cards Core,22.05820178993224,13.549245835360097,0.0
Additional Days,K10,0.74,Construction,8.083003018282106,2.2699683134133295,0.0
Additional Days,K10,0.74,Cooling Tower,0.6914732417032532,0.6954115132731387,0.0
Additional Days,K10,0.74,Dec. Surfaces/others,0.16730177230194654,0.22692361378077397,0.0
Additional Days,K10,0.74,Other Technical,0.2254684103887996,0.06092530106892591,0.0
Additional Days,K10,0.74,Print,0.05898011346659349,0.15901229031883835,3.0555555555555527e-05
Additional Days,K10,0.75,Cards Core,23.001316994491248,14.697520930848668,0.0
Additional Days,K10,0.75,Construction,8.363859651854753,2.2699683134133295,0.0
Additional Days,K10,0.75,Cooling Tower,0.7238403441197647,0.7428929856976678,0.0
Additional Days,K10,0.75,Dec. Surfaces/others,0.190813322672426,0.22692361378077397,0.0
Additional Days,K10,0.75,Other Technical,0.2341904139646509,0.06341008557609928,0.0
Additional Days,K10,0.75,Print,0.06535130880017137,0.1618306079740448,3.472222222222222e-05
Additional Days,K10,0.76,Cards Core,24.036015069231382,14.697520930848668,0.0
Additional Days,K10,0.76,Construction,8.50346269491694,2.2699683134133295,0.0
Additional Days,K10,0.76,Cooling Tower,0.7559096751205656,0.789744657115695,0.0
Additional Days,K10,0.76,Dec. Surfaces/others,0.2139557838429451,0.22692361378077397,0.0
Additional Days,K10,0.76,Other Technical,0.24286261046829916,0.065890663183926,0.0
Additional Days,K10,0.76,Print,0.07163577849991365,0.16463130865563314,3.8888888888888925e-05
Additional Days,K10,0.77,Cards Core,24.841003526872186,14.697520930848668,0.0
Additional Days,K10,0.77,Construction,8.541858360872148,2.2699683134133295,0.0
Additional Days,K10,0.77,Cooling Tower,0.7876853250541798,0.835978975625796,0.0
Additional Days,K10,0.77,Dec. Surfaces/others,0.23673777918611272,0.22692361378077397,0.0
Additional Days,K10,0.77,Other Technical,0.25148542532059537,0.06836704456719378,0.0
Additional Days,K10,0.77,Print,0.07783528137805329,0.16741455703140207,4.3055555555555566e-05
Additional Days,K10,0.78,Cards Core,26.0391734243789,14.697520930848668,0.0
Additional Days,K10,0.78,Construction,8.671078106125364,2.2699683134133295,0.0
Additional Days,K10,0.78,Cooling Tower,0.8191713096942896,0.8816080634226795,0.0
Additional Days,K10,0.78,Dec. Surfaces/others,0.259167665516038,0.22692361378077397,0.0
Additional Days,K10,0.78,Other Technical,0.26005927911123994,0.07083924036460765,0.0
Additional Days,K10,0.78,Print,0.08395152900743907,0.17018051572330095,4.722222222222221e-05
Additional Days,K10,0.79,Cards Core,26.965081280875125,14.697520930848668,0.0
Additional Days,K10,0.79,Construction,9.016200474714005,2.2699683134133295,0.0
Additional Days,K10,0.79,Cooling Tower,0.8503715719315785,0.926643727393448,0.0
Additional Days,K10,0.79,Dec. Surfaces/others,0.2812535433088965,0.22692361378077397,0.0
Additional Days,K10,0.79,Other Technical,0.268584587667168,0.07330726117893693,0.0
Additional Days,K10,0.79,Print,0.08998618729694208,0.17292934533910287,5.13888888888889e-05
Additional Days,K10,0.8,Cards Core,27.525023020340768,14.697520930848668,0.0
Additional Days,K10,0.8,Construction,9.16817776124217,2.2699683134133295,0.0
Additional Days,K10,0.8,Cooling Tower,0.8812899834197241,0.9710974693031114,0.0
Additional Days,K10,0.8,Dec. Surfaces/others,0.3030032664568032,0.22692361378077397,0.0
Additional Days,K10,0.8,Other Technical,0.27706176211977684,0.07577111757717114,0.0
Additional Days,K10,0.8,Print,0.09594087800423212,0.17566120450349243,5.5555555555555606e-05
Additional Days,K10,0.81,Cards Core,28.26022490535027,14.697520930848668,0.0
Additional Days,K10,0.81,Construction,9.513488621314615,2.2699683134133295,0.0
Additional Days,K10,0.81,Cooling Tower,0.8990779151747104,1.0006138673895402,0.0
Additional Days,K10,0.81,Dec. Surfaces/others,0.32442445157968436,0.22692361378077397,0.0
Additional Days,K10,0.81,Other Technical,0.2854912089710151,0.0782308200906705,0.0
Additional Days,K10,0.81,Print,0.10181718018881258,0.17837624988857848,5.972222222222225e-05
Additional Days,K10,0.82,Cards Core,28.70776592554492,14.697520930848668,0.0
Additional Days,K10,0.82,Construction,9.827091314461633,2.2699683134133295,0.0
Additional Days,K10,0.82,Cooling Tower,0.9167732218594908,1.0298764778234881,0.0
Additional Days,K10,0.82,Dec. Surfaces/others,0.35158439626916804,0.22692361378077397,0.010613888888888664
Additional Days,K10,0.82,Other Technical,0.29387333015836425,0.08068637921531341,0.0
Additional Days,K10,0.82,Print,0.10761663160804602,0.18107463624384645,6.38888888888889e-05
Additional Days,K10,0.83,Cards Core,30.150705330671144,14.697520930848668,0.0
Additional Days,K10,0.83,Construction,10.002713897983647,2.2699683134133295,0.0
Additional Days,K10,0.83,Cooling Tower,0.9343766250692909,1.058888559765883,0.0
Additional Days,K10,0.83,Dec. Surfaces/others,0.40466247085348783,0.22692361378077397,0.06899027777777726
Additional Days,K10,0.83,Other Technical,0.30220852311872237,0.0831378054116465,0.0
Additional Days,K10,0.83,Print,0.1133407300587621,0.18375651642556012,6.805555555555554e-05
Additional Days,K10,0.84,Cards Core,31.996635532267277,14.697520930848668,0.0
Additional Days,K10,0.84,Construction,10.587272205136387,2.2699683134133295,0.0
Additional Days,K10,0.84,Cooling Tower,0.9518888389232956,1.0876533168096598,0.0
Additional Days,K10,0.84,Dec. Surfaces/others,0.45575705235060404,0.22692361378077397,0.1273666666666668
Additional Days,K10,0.84,Other Technical,0.31049718085122224,0.08558510910503658,0.0
Additional Days,K10,0.84,Print,0.1213067604233129,0.18464683459808895,0.026921759259259284
Additional Days,K10,0.85,Cards Core,33.77811793207616,14.697520930848668,0.0
Additional Days,K10,0.85,Construction,11.113754913297704,2.2699683134133295,0.0
Additional Days,K10,0.85,Cooling Tower,0.969310570161233,1.116173898159004,0.0
Additional Days,K10,0.85,Dec. Surfaces/others,0.5049772842183136,0.22692361378077397,0.1857430555555554
Additional Days,K10,0.85,Other Technical,0.318739691978998,0.08802830068581402,0.0
Additional Days,K10,0.85,Print,0.13026171457599078,0.18464683459808895,0.06720023148148124
Additional Days,K10,0.86,Cards Core,35.171711827582044,14.697520930848668,0.0
Additional Days,K10,0.86,Construction,11.539185290982843,2.2699683134133295,0.0
Additional Days,K10,0.86,Cooling Tower,0.986642518238436,1.144453399778702,0.0
Additional Days,K10,0.86,Dec. Surfaces/others,0.5524244465242805,0.22692361378077397,0.244119444444444
Additional Days,K10,0.86,Other Technical,0.3269364408099258,0.0904673905094211,0.0
Additional Days,K10,0.86,Print,0.1390336593436836,0.18464683459808895,0.10747870370370378
Additional Days,K10,0.87,Cards Core,37.003141381931925,14.697520930848668,0.0
Additional Days,K10,0.87,Construction,11.599091223350186,2.2699683134133295,0.0
Additional Days,K10,0.87,Cooling Tower,1.0023754052366831,1.1631739729207249,0.0
Additional Days,K10,0.87,Dec. Surfaces/others,0.598192651577512,0.22692361378077397,0.3024958333333335
Additional Days,K10,0.87,Other Technical,0.33508780739634947,0.09290238889656077,0.0
Additional Days,K10,0.87,Print,0.1476281481316899,0.18464683459808895,0.14775717592592577
Additional Days,K10,0.88,Cards Core,38.05959200450792,14.697520930848668,0.0
Additional Days,K10,0.88,Construction,11.727298792620829,2.2699683134133295,0.0
Additional Days,K10,0.88,Cooling Tower,1.0150268169064587,1.1631739729207249,0.0
Additional Days,K10,0.88,Dec. Surfaces/others,0.6423694669971902,0.22692361378077397,0.3608722222222221
Additional Days,K10,0.88,Other Technical,0.3431941675938259,0.09533330613333746,0.0
Additional Days,K10,0.88,Print,0.1560505119050941,0.18464683459808895,0.18803564814814833
Additional Days,K10,0.89,Cards Core,38.91043750190835,14.697520930848668,3.1250000000001186e-05
Additional Days,K10,0.89,Construction,12.383721581871654,2.2699683134133295,2.5925925925925376e-05
Additional Days,K10,0.89,Cooling Tower,1.027630491676109,1.1631739729207249,0.0
Additional Days,K10,0.89,Dec. Surfaces/others,0.6850364748986295,0.22692361378077397,0.4192486111111116
Additional Days,K10,0.89,Other Technical,0.3512558931188918,0.09776015247140624,0.0
Additional Days,K10,0.89,Print,0.16430587021557685,0.18464683459808895,0.22831412037037027
Additional Days,K10,0.9,Cards Core,39.622174419946816,14.697520930848668,0.00010416666666666667
Additional Days,K10,0.9,Construction,12.74562380379124,2.2699683134133295,0.0015856481481481344
Additional Days,K10,0.9,Cooling Tower,1.0401866992215263,1.1631739729207249,0.0
Additional Days,K10,0.9,Dec. Surfaces/others,0.7262697747094871,0.22692361378077397,0.47762500000000024
