Line,Product Family,Base Polymer,Base Type,Additional Treatment,Width Material Attri,Thickness Material A,Quantity Good,Run Time Hours,Net Quantity Produced,Product Group,Color Group,Sales Quantity in KG,Net Sales Quantity in KG,Gross Sales,Freight Revenue Subtotal,Total Gross Sales Revenue,Sales Discounts,Term (Cash) Discounts,Claims (Returns),Bonus (Rebates),Net Sales I,Sales Price net per KG,Commissions Expense primary,Commissions Expense secondary,Direct Sales Costs,Net Sales II,Material Costs,Subcontracting,Added Value,Packing Material (pallets only),Packaging Overhead Variable,Energy & Supplies Variable,Contribution Margin I - C,Personnel Direct,Personnel Indirect,Maintenance Fix,Other Fixed Overhead,Corporate Allocated Costs Prod,Contribution Margin II - C,Research & Development,Selling exp. (Condition),"General, & Administrative (Condition)",EBITDA before Allocations,Adjusted EBITDA,Total Depreciation,EBIT,Product,Weight Adjusted EBITDA,Rate,Yield,EBITDA per Hr,EBITDA Rank,EBITDA per Hr Rank
E27,Shrink Sleeve,PET,G10F22,T52,436,47,29350.086,18.272777777777783,29350.086,Shrink Sleeve,TR,26924.2,26924.2,92670.29,0.0,93697.34,0.0,0.0,0.0,-3230.92,90466.42,3.3600411525690643,0.0,0.0,-4772.39,85694.03,55049.02,0.0,35417.4,3116.01,46.38,3130.71,24351.91,7794.16,7858.61,487.72,1224.88,945.26,6041.28,1343.51,3512.28,1693.25,-507.76,-507.76,5251.4,-5759.16,PETG-G10F22-T52-TR,-553.5094698212017,1606.2191724179866,1.0,-27.78778389225016,345,345
K10,Cards Core,PVC,230/18,ZZZ,310,230,2857.0,4.085,3607.0,Cards Core,WH,2330.0,2330.0,6687.1,0.0,6687.1,0.0,0.0,0.0,-163.1,6524.0,2.8,0.0,0.0,-155.06,6368.94,3500.14,0.0,3023.86,223.78,10.58,253.25,2381.19,574.52,694.65,208.87,302.52,73.72,526.91,86.21,406.77,146.53,-112.6,-112.6,142.34,-254.94,PVC-230/18-ZZZ-WH,-138.06789699570814,882.9865361077112,0.7920709731078459,-27.56425948592411,346,346
K06,Shrink Sleeve,PVC,148/07,T35,575,45,4207.9940000000015,3.2847222222222223,4207.9940000000015,Shrink Sleeve,GC,3158.2,3158.2,10422.06,0.0,10422.06,0.0,0.0,0.0,0.0,10422.06,3.3,0.0,0.0,-291.27,10130.79,5732.06,0.0,4690.0,317.05,13.85,527.97,3539.86,634.12,1356.75,270.5,502.48,83.43,692.58,157.59,411.99,198.62,-75.62,-75.62,331.8,-407.42,PVC-148/07-T35-GC,-100.756287214236,1281.0806257928125,1.0,-23.021733615221983,347,347
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,1220,110,379.0,0.6122222222222222,379.0,2D Drawer Wrapping Uni,WH,379.0,379.0,1085.8,0.0,1085.8,0.0,0.0,0.0,0.0,1085.8,2.8649076517150402,0.0,0.0,-98.59,987.21,452.85,0.0,632.95,6.16,0.16,58.69,469.35,114.55,111.43,60.85,63.26,28.14,91.12,20.08,55.78,23.84,-8.58,-8.58,35.79,-44.37,PVC-225/05-ZZZ-WH,-8.58,619.0562613430128,1.0,-14.014519056261346,348,348
K40,Shrink Sleeve,PVC,146/19,T05,110,75,48623.8,41.62777777777777,53778.5,Capsule (TDO),OP,42636.1,42636.1,157084.28,0.0,157084.28,0.0,-181.64,0.0,-133.35,156769.29,3.6769143988310375,0.0,0.0,-7852.29,148917.0,96262.64,0.0,60506.65,1111.5,140.99,5584.69,45817.18,12833.99,11432.71,4021.49,6189.79,1520.84,9818.36,2127.54,5561.88,2681.39,-552.45,-552.45,4125.94,-4678.39,PVC-146/19-T05-OP,-630.0346023674773,1291.8897637795278,0.9041494277452884,-13.271186440677967,349,349
K10,Cards Core,PVC,146/19,ZZZ,621,380,5136.0,5.4302777777777775,6368.0,Cards Core,BK,4625.0,4625.0,14193.75,0.0,14193.75,0.0,0.0,0.0,0.0,14193.75,3.0689189189189188,0.0,0.0,-645.54,13548.21,8836.25,0.0,5357.5,115.08,18.39,419.23,4159.26,952.34,1105.58,322.64,455.56,111.75,1211.39,171.13,807.43,290.87,-58.04,-58.04,152.95,-210.99,PVC-146/19-ZZZ-BK,-64.45263567567568,1172.6840247582995,0.8065326633165829,-10.68821934625812,350,350
K17,Tape,PVC,240/15,ZZZ,1380,37,30703.0,29.55722222222223,35505.0,Tape,TL,30703.0,30703.0,82210.46,0.0,82210.46,0.0,0.0,0.0,-14737.44,67473.02,2.197603491515487,0.0,0.0,-1119.43,66353.59,48485.53,0.0,18987.49,0.0,156.99,2634.67,15076.4,3122.66,2513.3,1824.82,1541.5,583.33,5490.79,1136.01,2645.99,1930.92,-222.13,-222.13,947.78,-1169.91,PVC-240/15-ZZZ-TL,-222.13,1201.2292539894368,0.8647514434586678,-7.515252899272598,351,351
K18,Cards Overlay,PVC,278/01,SB6,510,100,7953.0,7.766111111111113,8081.0,Cards Coated Overlay,TP,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.78,0.0,-5.78,0.0,0.12,5.13,-11.03,24.04,13.23,2.07,7.18,0.05,-57.6,0.07,0.33,0.12,-58.12,-58.12,4.96,-63.08,PVC-278/01-SB6-TP,-243278.08421052637,1040.5465340868443,0.9841603761910654,-7.483797124257814,352,352
K18,Cards Core,PVC,230/18,ZZZ,620,250,19379.0,14.740555555555556,20819.0,Cards Core,WH,17370.0,17370.0,48750.6,0.0,48750.6,0.0,0.0,0.0,0.0,48750.6,2.8065975820379965,0.0,0.0,-3260.0,45490.6,26259.6,0.0,22491.0,729.88,68.56,1692.59,16739.97,4011.0,4400.3,1343.99,1847.35,455.0,4682.33,642.69,3032.45,1092.4,-85.21,-85.21,625.33,-710.54,PVC-230/18-ZZZ-WH,-95.06531894070237,1412.3619643462855,0.9308324126999376,-5.780650510684806,353,353
K40,Roll Sleeve,PVC,146/19,M42,435,75,2071.0,11.864166666666668,4460.0999999999985,Capsule (MDO),WH,1981.1,1981.1,5448.03,0.0,5448.03,0.0,0.0,0.0,0.0,5448.03,2.7500025238503856,-163.44,0.0,-506.3,4941.73,2829.45,0.0,2618.58,29.59,1.08,209.88,1871.73,493.81,407.43,182.19,233.05,79.48,475.77,98.86,258.43,124.59,-6.11,-6.11,157.17,-163.28,PVC-146/19-M42-WH,-6.387264650951492,375.93032239938174,0.4643393645882381,-0.5149961368265786,354,354
K10,Cards Core,PVC,230/18,ZZZ,530,205,1312.0,2.565833333333333,2047.0,Cards Core,WH,1160.0,1160.0,3352.4,0.0,3352.4,0.0,0.0,0.0,0.0,3352.4,2.89,0.0,0.0,-73.94,3278.46,1780.54,0.0,1571.86,36.45,5.62,140.1,1315.75,331.62,362.22,111.14,152.28,37.73,320.76,42.92,202.51,72.95,2.38,2.38,51.48,-49.1,PVC-230/18-ZZZ-WH,2.6918620689655173,797.7914907437481,0.6409379579872985,0.9275738876258528,355,355
K18,Cards Overlay,PVC,278/01,ZZZ,620,100,1862.0,1.867222222222222,1862.0,Cards Uncoated Overlay,GC,5880.9,5880.9,16978.9,0.0,16978.9,-1394.51,-311.69,0.0,-623.38,14649.32,2.4909996769201994,0.0,0.0,-620.29,14029.03,9167.75,0.0,5481.57,308.6,238.84,354.76,3959.08,1100.26,469.65,326.97,335.52,110.78,1615.9,217.59,1026.68,369.85,1.78,1.78,78.9,-77.12,PVC-278/01-ZZZ-GC,0.5635804043598771,997.2032133293663,1.0,0.9532877119904792,356,356
K10,Cards Core,PVC,230/18,ZZZ,620,230,16125.0,18.448611111111113,16849.0,Cards Core,WH,24217.0,24217.0,68336.74,0.0,68336.74,0.0,0.0,0.0,-1695.19,66641.55,2.7518499401247056,0.0,0.0,-833.17,65808.38,36654.1,0.0,29987.45,3134.26,97.33,2296.15,23626.54,5311.59,6337.48,1882.68,2762.65,658.61,6673.53,896.03,4227.8,1523.01,26.69,26.69,1310.4,-1283.71,PVC-230/18-ZZZ-WH,17.771658339183222,913.2936836558006,0.957030090806576,1.4467213731837687,357,357
K18,Cards Core,PVC,230/18,ZZZ,620,230,15192.0,15.52,16282.0,Cards Core,WH,24217.0,24217.0,68336.74,0.0,68336.74,0.0,0.0,0.0,-1695.19,66641.55,2.7518499401247056,0.0,0.0,-833.17,65808.38,36654.1,0.0,29987.45,3134.26,97.33,2296.15,23626.54,5311.59,6337.48,1882.68,2762.65,658.61,6673.53,896.03,4227.8,1523.01,26.69,26.69,1310.4,-1283.71,PVC-230/18-ZZZ-WH,16.74338192179048,1049.0979381443299,0.9330549072595504,1.7197164948453607,358,358
E27,Shrink Sleeve,PET,G10F22,T52,881,40,5858.86,3.873888888888889,5858.86,Shrink Sleeve,TR,8985.4,8985.4,30999.65,0.0,30999.65,0.0,0.0,0.0,-1078.25,29921.4,3.3300020032497164,0.0,0.0,-2087.05,27834.35,17649.21,0.0,12272.19,1467.59,11.22,982.99,7723.34,2461.96,2229.22,150.13,376.14,304.15,2201.74,448.37,1172.15,565.11,16.11,16.11,1645.9,-1629.79,PETG-G10F22-T52-TR,10.504399870901684,1512.397533342894,1.0,4.158611788326401,359,359
E27,Shrink Sleeve,PET,G10F22,T38,524,40,12743.2,780.1713888888888,12743.2,Shrink Sleeve,GC,16362.0,16122.6,53176.52,0.0,53176.52,0.0,0.0,-778.05,0.0,52398.47,3.250001240494709,0.0,0.0,-2165.29,50233.18,33397.32,0.0,19001.15,392.0,18.25,1332.79,15092.82,3370.23,3063.27,208.52,524.28,413.08,7513.44,816.46,2134.42,1029.01,3533.55,3533.55,2239.76,1293.79,PETG-G10F22-T38-GC,2792.895336980388,16.33384687196581,1.0,4.529197110179138,360,360
E26,Shrink Sleeve,PET,G10F33,T43,910,50,34778.775,86.08416666666666,35507.025,Shrink Sleeve,GC,31567.1,31567.1,107328.14,0.0,107328.14,0.0,0.0,0.0,-2146.56,105181.58,3.332000088699944,-3756.48,-2683.2,-15870.67,89310.91,59021.23,0.0,46160.35,2698.47,43.81,3593.86,23953.54,5858.46,5603.44,1104.11,2301.49,974.22,8111.82,1575.2,4117.93,1985.25,433.44,433.44,3964.07,-3530.63,PETG-G10F33-T43-GC,477.538710746315,412.4687079505523,0.9794899741670838,5.035072264547294,361,361
E26,Shrink Sleeve,PET,G10F33,T43,1020,40,3491.72,58.27027777777778,5992.6399999999985,Shrink Sleeve,GC,1239.9,1239.9,4253.86,0.0,4253.86,0.0,0.0,0.0,0.0,4253.86,3.4308089362045324,0.0,0.0,-446.39,3807.47,2346.68,0.0,1907.18,38.89,0.96,130.34,1290.6,270.67,297.6,12.52,41.63,39.92,628.26,61.87,161.74,77.98,326.67,326.67,211.4,115.27,PETG-G10F33-T43-GC,919.9452959109603,102.84213888345973,0.5826680728360123,5.606117088471825,362,362
K06,Shrink Sleeve,PVC,147/07,T25,385,60,37533.954,29.766111111111112,44434.95,Shrink Sleeve,GC,29544.7,29544.7,87711.53,0.0,87711.53,0.0,0.0,0.0,0.0,87711.53,2.9687737563759318,0.0,0.0,-3747.0,83964.53,44271.92,0.0,43439.61,755.86,95.39,4672.31,34169.05,7432.01,11604.93,2351.02,4627.39,695.23,7458.47,1474.3,3854.11,1858.06,272.0,272.0,3382.14,-3110.14,PVC-147/07-T25-GC,345.55217984951616,1492.8033371283523,0.8446944128439438,9.13790850893074,363,363
K18,Cards Core,PVC,230/58,ZZZ,460,300,3224.0,4.1433333333333335,6466.0,Cards Core,WH,2970.0,2970.0,6682.5,0.0,6682.5,0.0,0.0,0.0,0.0,6682.5,2.25,0.0,0.0,-361.27,6321.23,3127.21,0.0,3555.29,73.61,10.25,247.04,2863.12,782.15,656.51,214.29,293.24,63.08,853.85,109.89,518.5,186.78,38.68,38.68,118.42,-79.74,PVC-230/58-ZZZ-WH,41.98798653198653,1560.5792437650846,0.49860810392824,9.335478680611423,364,364
K18,Cards Overlay,PVC,278/01,ZZZ,298,40,2771.0,41.236111111111114,4233.0,Cards Uncoated Overlay,GC,759.2,259.2,11869.15,0.0,11869.15,0.0,0.0,-7216.63,0.0,4652.52,17.949537037037032,252.59,0.0,-871.83,3780.69,1684.57,0.0,2967.95,47.3,9.29,157.89,1881.64,402.85,465.98,124.39,166.17,61.57,660.68,28.09,132.55,47.74,452.3,452.3,54.6,397.7,PVC-278/01-ZZZ-GC,4835.3522376543215,102.6527450319973,0.6546184738955824,10.968541596497138,365,365
K10,Cards Core,PVC,230/18,ZZZ,1030,100,5888.0,11.603888888888891,7293.0,Cards Core,OP,2950.0,2950.0,10301.72,0.0,10301.72,0.0,0.0,0.0,-412.07,9889.65,3.3524237288135588,0.0,0.0,-729.62,9160.03,3536.59,0.0,6353.06,242.61,20.26,515.42,4845.15,1284.35,1385.93,452.22,619.97,154.56,948.12,109.15,515.01,185.53,138.43,138.43,297.38,-158.95,PVC-230/18-ZZZ-OP,276.29689491525426,628.496193804759,0.8073495132318662,11.929621295542686,366,366
K18,Cards Overlay,PVC,278/01,H140,440,100,4101.0,3.7994444444444446,4101.0,Cards Coated Overlay-WF,GC,4723.1,4723.1,24548.16,0.0,24548.16,0.0,0.0,0.0,0.0,24548.16,5.197467764815482,0.0,0.0,-553.52,23994.64,11972.16,0.0,12576.0,871.93,25.53,1356.12,9768.9,2692.47,3694.92,889.79,1034.69,97.34,1359.69,174.76,824.55,297.04,63.34,63.34,1117.7,-1054.36,PVC-278/01-H140-GC,54.99721369439564,1079.3683287030267,1.0,16.670858312618805,367,367
K06,Shrink Sleeve,PVC,146/01,T05,333,75,9746.995,10.046944444444446,9746.995,Capsule (TDO),OP,5319.3,5319.3,17021.76,0.0,17021.76,0.0,0.0,0.0,0.0,17021.76,3.2,-359.27,0.0,-359.27,16662.49,9118.13,0.0,7903.63,80.4,3.32,820.43,6640.21,1963.09,1553.43,563.65,878.49,212.57,1468.98,265.43,693.91,334.53,175.11,175.11,626.5,-451.39,PVC-146/01-T05-OP,320.8685906886245,970.145207221654,1.0,17.429179684260003,368,368
E27,Shrink Sleeve,PET,G10F22,T38,620,70,4194.96,10.472777777777775,4194.96,Shrink Sleeve,GC,337.7,337.7,1300.15,0.0,1300.15,0.0,0.0,0.0,0.0,1300.15,3.850014806040865,0.0,0.0,-58.24,1241.91,720.34,0.0,579.81,29.4,0.55,29.75,461.87,64.62,106.79,4.18,10.74,7.75,267.79,16.85,44.05,21.24,185.65,185.65,48.96,136.69,PETG-G10F22-T38-GC,2306.172117263844,400.55848496101004,1.0,17.726911039202164,369,369
K10,Cards Core,PVC,230/18,ZZZ,1030,100,5888.0,11.603888888888891,7293.0,Cards Core,WH,1996.0,1996.0,7710.75,0.0,7710.75,0.0,0.0,0.0,-308.43,7402.32,3.7085771543086175,0.0,0.0,-488.73,6913.59,3074.67,0.0,4327.65,164.15,14.11,355.84,3304.82,758.79,956.21,298.47,415.51,108.01,767.83,73.85,348.46,125.53,219.99,219.99,190.48,29.51,PVC-230/18-ZZZ-WH,648.9484569138276,628.496193804759,0.8073495132318662,18.958299420692292,370,370
K18,Cooling Tower,PVC,459/01,ZZZ,870,400,4056.0,2.299722222222222,4056.0,Cooling Tower,BK,4056.0,4056.0,4461.6,0.0,4461.6,0.0,0.0,0.0,0.0,4461.6,1.1,0.0,0.0,-165.87,4295.73,1797.08,0.0,2664.52,57.9,9.37,158.62,2272.76,624.68,461.2,186.97,203.18,51.82,744.91,94.59,349.55,255.08,45.69,45.69,78.54,-32.85,PVC-459/01-ZZZ-BK,45.69,1763.6912670612396,1.0,19.867616861939847,371,371
K06,Shrink Sleeve,PVC,146/01,T05,850,75,10370.016,8.245277777777778,10650.016000000001,Capsule (TDO),GC,8439.1,8439.1,24937.8,0.0,24937.8,0.0,0.0,0.0,0.0,24937.8,2.9550307497244965,0.0,0.0,-1118.58,23819.22,11866.65,0.0,13071.15,128.39,33.48,1497.76,10292.94,1606.12,3922.21,831.92,1420.24,294.79,2217.66,421.11,1100.89,530.73,164.93,164.93,971.67,-806.74,PVC-146/01-T05-GC,202.66695961417687,1291.6503587912273,0.97370895968607,20.002964659906343,372,372
E27,Shrink Sleeve,PET,G10F22,T32,450,65,8177.117000000001,16.648333333333333,8177.117000000001,Shrink Sleeve,GC,5558.9,5558.9,18066.43,0.0,18066.43,0.0,0.0,0.0,0.0,18066.43,3.2500008994585263,0.0,0.0,-950.21,17116.22,11610.12,0.0,6456.31,891.49,6.36,438.07,4170.18,1109.02,996.99,68.36,173.79,136.43,1685.59,277.39,725.17,349.61,333.42,333.42,737.02,-403.6,PETG-G10F22-T32-GC,490.4593265106407,491.167304034438,1.0,20.027229952948247,373,373
K10,Cards Core,PVC,230/58,ZZZ,340,300,8131.0,7.763333333333334,8456.0,Cards Core,WH,7130.0,7130.0,15686.0,0.0,15686.0,0.0,0.0,0.0,0.0,15686.0,2.2,0.0,0.0,-1067.07,14618.93,7807.98,0.0,7878.02,161.7,20.01,474.94,6154.3,1646.53,1281.21,412.54,584.85,114.31,2114.86,263.81,1244.76,448.41,157.88,157.88,254.06,-96.18,PVC-230/58-ZZZ-WH,180.04520056100984,1089.22284242164,0.9615657521286659,20.33662516101331,374,374
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,1550,140,1431.0,1.8086111111111112,1431.0,2D Drawer Wrapping Uni,OP,1431.0,1431.0,3459.6,0.0,3459.6,0.0,0.0,0.0,0.0,3459.6,2.4176100628930817,0.0,0.0,-171.77,3287.83,1812.75,0.0,1646.85,88.58,1.98,127.55,1256.97,238.45,269.16,131.15,141.66,61.31,415.24,75.81,210.6,90.0,38.83,38.83,79.06,-40.23,PVC-225/05-ZZZ-OP,38.83,791.2148671479034,1.0,21.469513131623405,375,375
K40,Roll Sleeve,PVC,146/19,M42,493,75,2299.0,2.8616666666666664,2299.0,Capsule (MDO),WH,2170.3,2170.3,5968.33,0.0,5968.33,0.0,0.0,0.0,0.0,5968.33,2.7500023038289636,0.0,0.0,-373.87,5594.46,3099.68,0.0,2868.65,28.6,1.04,248.15,2216.99,557.68,476.43,219.78,272.56,97.47,593.07,108.3,283.12,136.49,65.16,65.16,179.64,-114.48,PVC-146/19-M42-WH,69.02402432843385,803.3779848573092,1.0,22.769947582993595,376,376
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,1360,140,6212.799999999998,6.461388888888887,6866.800000000001,2D Drawer Wrapping Uni,WH,6212.8,6212.8,15544.05,0.0,15544.05,-154.36,-549.42,0.0,-923.38,13916.89,2.240035088848828,0.0,0.0,-372.35,13544.54,8424.37,0.0,5492.52,0.0,60.46,509.82,4549.89,777.19,857.26,444.08,469.84,210.01,1791.51,329.16,914.34,390.72,157.29,157.29,260.95,-103.66,PVC-225/05-ZZZ-WH,157.29,1062.7436481664593,0.904759130890662,24.343063496840205,377,377
E27,Shrink Sleeve,PET,G10F22,T52,587,47,10626.981000000002,9.726111111111113,11058.981000000002,Shrink Sleeve,TR,8296.0,8296.0,28621.21,0.0,28621.21,0.0,0.0,0.0,-995.52,27625.69,3.330001205400193,0.0,0.0,-884.75,26740.94,16457.92,0.0,11167.77,1841.38,14.27,907.74,7519.63,2317.9,2139.04,145.51,365.69,280.49,2271.0,413.97,1082.22,521.74,253.07,253.07,1531.19,-1278.12,PETG-G10F22-T52-TR,324.1767215127773,1137.0403724224595,0.9609367264488472,26.019649283143877,378,378
K40,Shrink Sleeve,PVC,146/01,T05,333,75,6153.5,6.595,7473.5,Capsule (TDO),OP,5319.3,5319.3,17021.76,0.0,17021.76,0.0,0.0,0.0,0.0,17021.76,3.2,-359.27,0.0,-359.27,16662.49,9118.13,0.0,7903.63,80.4,3.32,820.43,6640.21,1963.09,1553.43,563.65,878.49,212.57,1468.98,265.43,693.91,334.53,175.11,175.11,626.5,-451.39,PVC-146/01-T05-OP,202.57165134510186,1133.2069749810462,0.8233759282799223,26.55193328279,379,379
K17,Tape,PVC,240/15,ZZZ,1380,59,127592.7,85.75444444444446,140046.7,Tape,TL,131547.7,131547.7,350626.61,0.0,350626.61,0.0,0.0,0.0,-63142.89,287483.72,2.1853952596662656,0.0,0.0,-4500.69,282983.03,207979.76,0.0,79503.96,0.0,1156.67,10568.3,63278.3,11844.12,9654.5,6896.81,5842.64,2233.41,26806.82,4867.27,11336.79,8273.03,2329.73,2329.73,3540.83,-1211.1,PVC-240/15-ZZZ-TL,2259.686341692025,1633.1130229725702,0.91107252080913,27.167454877622145,380,380
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,1410,120,7698.9,11.381111111111114,9425.4,2D Drawer Wrapping Uni,BK,3434.9,3434.9,8142.76,0.0,8142.76,0.0,0.0,0.0,0.0,8142.76,2.3705959416576903,0.0,0.0,-395.91,7746.85,4403.4,0.0,3739.36,134.82,2.99,268.62,2937.02,484.53,541.46,273.12,291.02,129.32,1217.57,181.98,505.51,216.02,314.06,314.06,162.38,151.68,PVC-225/05-ZZZ-BK,703.9263250749658,828.1616713853363,0.81682475014323,27.594845260177678,381,381
K40,Dec. Surfaces/others,PVC,252/29,ZZZ,1490,140,2153.0,2.843611111111111,2710.8,2D Uni,WH,2153.0,2153.0,5401.55,0.0,5401.55,-53.64,-190.92,0.0,-320.87,4836.12,2.246223873664654,0.0,0.0,-202.91,4633.21,2820.73,0.0,2015.39,0.0,19.39,177.19,1615.9,271.54,299.39,156.01,164.58,73.98,650.4,114.07,316.86,135.4,84.07,84.07,91.39,-7.32,PVC-252/29-ZZZ-WH,84.07,953.2949106183452,0.7942304854655452,29.564520855719447,382,382
E27,Shrink Sleeve,PET,G10F22,T52,971,50,12220.161,7.012222222222222,12840.161,Shrink Sleeve,TR,10365.1,10365.1,35759.61,0.0,35759.61,0.0,0.0,0.0,-1243.81,34515.8,3.3300016401192463,0.0,0.0,-1715.62,32800.18,20761.8,0.0,13754.0,1775.45,13.48,1133.43,9116.02,2848.85,2572.41,174.33,436.99,351.07,2732.37,517.22,1352.13,651.87,211.15,211.15,1899.81,-1688.66,PETG-G10F22-T52-TR,248.9399036333465,1831.111535414356,0.9517140010939116,30.111709713199176,383,383
K18,Cards Overlay,PVC,278/01,SB6,340,60,3885.0,7.035,4623.0,Cards Coated Overlay,TP,2765.0,2765.0,15207.5,0.0,15207.5,0.0,0.0,0.0,0.0,15207.5,5.5,-532.26,-380.19,-2207.45,13000.05,8248.7,0.0,6958.8,125.23,11.9,470.83,4143.39,1065.57,1256.96,330.91,441.11,72.7,976.14,102.31,482.71,173.89,217.23,217.23,292.96,-75.73,PVC-278/01-SB6-TP,305.22189873417716,657.1428571428571,0.8403634003893575,30.878464818763323,384,384
E26,Shrink Sleeve,PET,G10F22,T60,570,40,1841.0,22.04333333333333,2126.0,Shrink Sleeve,GC,907.9,907.9,4239.89,0.0,4321.6,0.0,0.0,0.0,0.0,4321.6,4.759995594228439,0.0,0.0,-574.42,3747.18,1996.15,0.0,2325.45,32.65,0.75,154.64,1562.99,233.33,214.76,48.9,102.14,40.17,923.69,45.3,118.44,57.1,702.85,702.85,160.29,542.56,PETG-G10F22-T60-GC,1425.2085582112568,96.44639346741268,0.8659454374412041,31.884923635263878,385,385
E26,Shrink Sleeve,PET,G10F12,T15,343,70,7102.214,138.0188888888889,10095.214,Capsule (TDO),WH,6912.9,6912.9,39956.57,0.0,40737.01,-7.43,-969.36,0.0,-553.04,39207.18,5.6715965803063835,0.0,0.0,-748.5,38458.68,26304.16,0.0,12903.02,186.34,138.18,971.51,10858.49,2027.74,1282.91,326.45,717.36,242.08,6261.95,344.95,901.79,434.76,4580.45,4580.45,1077.0,3503.45,PETG-G10F12-T15-WH,4705.88842834411,73.14371301834692,0.7035228772763015,33.187124145648326,386,386
K18,Cards Overlay,PVC,278/01,ZZZ,484,100,4629.0,4.216944444444445,4629.0,Cards Uncoated Overlay,GC,4439.7,4439.7,13097.12,0.0,13097.12,-820.5,-245.54,0.0,-491.06,11540.02,2.5992792305786425,0.0,0.0,-751.22,10788.8,6669.36,0.0,4870.66,290.21,19.24,292.64,3517.35,597.73,866.94,271.46,323.21,96.96,1361.05,164.28,775.09,279.21,142.47,142.47,84.52,57.95,PVC-278/01-ZZZ-GC,148.5446381512264,1097.714248073249,1.0,33.78512614452276,387,387
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,945,110,1224.0,1.8722222222222225,1224.0,2D Drawer Wrapping Uni,WH,1164.1,1164.1,3357.89,0.0,3357.89,0.0,0.0,0.0,0.0,3357.89,2.8845374108753545,0.0,0.0,-144.35,3213.54,1462.28,0.0,1895.61,28.27,0.99,169.12,1552.88,422.13,335.2,158.68,192.77,67.43,376.67,61.67,171.32,73.21,70.47,70.47,126.7,-56.23,PVC-225/05-ZZZ-WH,74.09610858173697,653.7685459940652,1.0,37.63976261127596,388,388
K18,Cooling Tower,PVC,459/01,ZZZ,680,500,6492.0,3.7233333333333336,7192.0,Cooling Tower,BK,6492.0,6492.0,7141.2,0.0,7141.2,0.0,0.0,0.0,0.0,7141.2,1.1,0.0,0.0,-268.37,6872.83,2876.25,0.0,4264.95,186.16,13.29,236.84,3560.29,958.02,677.41,282.31,303.66,77.27,1261.62,151.39,559.48,408.28,142.47,142.47,119.16,23.31,PVC-459/01-ZZZ-BK,142.47,1931.602506714413,0.9026696329254728,38.26410026857654,389,389
E27,Shrink Sleeve,PET,G10F22,T38,642,50,2072.65,1.2950000000000002,2072.65,Shrink Sleeve,GC,1468.8,1468.8,4773.6,0.0,4773.6,0.0,0.0,0.0,0.0,4773.6,3.25,0.0,0.0,-218.23,4555.37,3012.76,0.0,1760.84,160.03,2.18,141.46,1238.94,351.85,358.12,22.14,55.56,42.63,408.64,73.29,191.6,92.37,51.38,51.38,237.29,-185.91,PETG-G10F22-T38-GC,72.50323869825709,1600.5019305019305,1.0,39.67567567567567,390,390
K18,Cooling Tower,PVC,459/01,ZZZ,900,300,11190.0,5.407222222222222,11440.0,Cooling Tower,BK,11190.0,11190.0,12309.0,0.0,12309.0,0.0,0.0,0.0,0.0,12309.0,1.1,0.0,0.0,-696.34,11612.66,4935.37,0.0,7373.63,155.51,24.06,397.09,6100.63,1651.51,1168.8,479.54,520.38,129.49,2150.91,260.95,964.36,703.75,221.85,221.85,207.94,13.91,PVC-459/01-ZZZ-BK,221.85,2115.6888934552553,0.9781468531468532,41.02845987876297,391,391
K10,Cards Core,PVC,419/59,ZZZ,700,500,7111.0,8.224444444444442,8551.0,Cards Core,WH,7111.0,7111.0,17252.5,0.0,17252.5,0.0,0.0,0.0,-431.31,16821.19,2.3655168049500768,0.0,0.0,-846.2,15974.99,7490.18,0.0,9331.01,174.14,28.19,656.08,7626.4,1896.97,1824.17,596.62,828.36,190.5,2289.78,263.1,1241.45,447.21,338.02,338.02,415.96,-77.94,PVC-419/59-ZZZ-WH,338.02,1039.7054850040531,0.8315986434335165,41.099432585787625,392,392
K10,Cards Core,PVC,230/18,ZZZ,950,320,1724.0,1.7558333333333331,2024.0,Cards Core,BK,5.7,5.7,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,17.543859649122812,0.0,0.0,0.0,100.0,10.0,0.0,90.0,0.02,0.31,0.61,89.06,4.38,6.79,1.07,2.04,0.22,74.56,0.21,1.0,0.36,72.99,72.99,1.12,71.87,PVC-230/18-ZZZ-BK,22076.27368421052,1152.7289985761747,0.8517786561264822,41.57000474608448,393,393
K10,Cards Core,PVC,219/08,ZZZ,315,220,8625.0,12.803333333333333,9728.0,Cards Core,WH,7665.0,7665.0,23378.25,0.0,23378.25,0.0,0.0,0.0,0.0,23378.25,3.05,0.0,0.0,-2004.37,21373.88,11427.66,0.0,11950.59,140.48,35.5,861.52,8908.72,1925.33,2352.5,711.11,1023.96,252.45,2643.37,283.61,1338.16,482.04,539.56,539.56,479.08,60.48,PVC-219/08-ZZZ-WH,607.1369863013698,759.8021348607135,0.8866159539473685,42.14215048164541,394,394
