Line,Product Family,Base Polymer,Base Type,Additional Treatment,Width Material Attri,Thickness Material A,Quantity Good,Run Time Hours,Net Quantity Produced,Product Group,Color Group,Sales Quantity in KG,Net Sales Quantity in KG,Gross Sales,Freight Revenue Subtotal,Total Gross Sales Revenue,Sales Discounts,Term (Cash) Discounts,Claims (Returns),Bonus (Rebates),Net Sales I,Sales Price net per KG,Commissions Expense primary,Commissions Expense secondary,Direct Sales Costs,Net Sales II,Material Costs,Subcontracting,Added Value,Packing Material (pallets only),Packaging Overhead Variable,Energy & Supplies Variable,Contribution Margin I - C,Personnel Direct,Personnel Indirect,Maintenance Fix,Other Fixed Overhead,Corporate Allocated Costs Prod,Contribution Margin II - C,Research & Development,Selling exp. (Condition),"General, & Administrative (Condition)",EBITDA before Allocations,Adjusted EBITDA,Total Depreciation,EBIT,Product,Weight Adjusted EBITDA,Rate,Yield,EBITDA per Hr,EBITDA Rank,EBITDA per Hr Rank
K06,Shrink Sleeve,PVC,148/07,T35,280,50,1250.0,1.0294444444444446,1250.0,Shrink Sleeve,GC,2126.9,2126.9,7700.5,0.0,7700.5,0.0,-76.68,0.0,-154.32,7469.5,3.5119187549955333,0.0,0.0,-556.33,6913.17,3809.44,0.0,3660.06,58.95,8.59,443.92,2592.27,676.22,1053.0,206.1,427.12,53.9,175.93,106.14,277.45,133.76,-341.42,-341.42,300.17,-641.59,PVC-148/07-T35-GC,-200.6558841506417,1214.2471667566108,1.0,-331.6546141392336,200,200
K06,Shrink Sleeve,PVC,148/05,T30,1100,40,1624.0,1.397222222222222,1624.0,Shrink Sleeve,GC,1332.0,1332.0,4195.8,0.0,4195.8,0.0,0.0,0.0,0.0,4195.8,3.15,-146.85,0.0,-259.79,3936.01,2101.63,0.0,2094.17,109.52,6.21,299.23,1419.42,357.86,731.43,147.19,277.92,44.26,-139.24,66.47,173.76,83.77,-463.24,-463.24,184.2,-647.44,PVC-148/05-T30-GC,-564.7911111111111,1162.3061630218688,1.0,-331.5435387673957,201,201
K10,Cards Core,PVC,230/58,ZZZ,450,300,14616.0,19.218333333333334,15881.0,Cards Core,WH,18291.0,18291.0,38594.85,0.0,38594.85,0.0,0.0,0.0,0.0,38594.85,2.110045924225029,-1891.15,0.0,-4845.4,33749.45,19653.12,0.0,18941.73,1121.5,71.19,1500.42,11403.22,4697.03,4314.11,1354.71,1960.34,413.82,-1336.79,676.77,3193.24,1150.31,-6357.11,-6357.11,1015.11,-7372.22,PVC-230/58-ZZZ-WH,-5079.849092996556,826.3463706530223,0.9203450664315848,-330.7836267452953,202,202
K06,Shrink Sleeve,PVC,147/07,T25,610,40,4819.9,5.855277777777778,4819.9,Shrink Sleeve,GC,3931.6,3931.6,11598.22,0.0,11598.22,0.0,0.0,0.0,0.0,11598.22,2.95,-289.96,0.0,-2189.25,9408.97,6006.93,0.0,5591.29,161.17,15.36,640.77,2584.74,894.05,1621.62,324.4,622.52,96.93,-974.78,196.19,512.88,247.26,-1931.11,-1931.11,431.12,-2362.23,PVC-147/07-T25-GC,-2367.422191728558,823.1718772237773,1.0,-329.8067270743394,203,203
K06,Shrink Sleeve,PVC,147/07,T25,430,40,25251.976000000002,26.85194444444444,25251.976000000002,Shrink Sleeve,GC,20701.5,20701.5,61210.28,0.0,61210.28,0.0,0.0,0.0,-1768.1,59442.18,2.8713948264618505,-2062.78,-1473.41,-8548.41,50893.77,30671.39,0.0,28770.79,761.33,74.29,3637.32,15749.44,4715.25,8974.38,1823.2,3450.32,556.62,-3770.33,1033.01,2700.52,1301.92,-8805.78,-8805.78,2372.42,-11178.2,PVC-147/07-T25-GC,-10741.412227195131,940.4151737407802,1.0,-327.93826228185424,204,204
K10,Cards Core,PVC,230/58,ZZZ,530,205,1204.0,2.9594444444444443,2270.0,Cards Core,WH,1171.0,1171.0,2473.2,0.0,2473.2,0.0,0.0,0.0,0.0,2473.2,2.11204099060632,0.0,0.0,-103.35,2369.85,1336.17,0.0,1137.03,33.95,7.91,190.1,801.72,495.73,502.97,163.83,217.65,53.9,-632.36,43.33,204.44,73.64,-953.77,-953.77,85.1,-1038.87,PVC-230/58-ZZZ-WH,-980.6482322801024,767.035855077905,0.5303964757709251,-322.28008259808524,205,205
K18,Cards Core,PVC,230/17,ZZZ,650,250,2350.0,3.2644444444444445,4546.0,Cards Core,TP,2000.0,1330.0,7540.0,0.0,7540.0,0.0,0.0,-3387.74,0.0,4152.26,3.122,0.0,0.0,-627.37,3524.89,3338.49,0.0,813.77,54.16,4.55,92.28,35.41,205.53,251.79,73.95,100.17,26.18,-622.21,49.21,232.19,83.64,-987.25,-987.25,30.83,-1018.08,PVC-230/17-ZZZ-TP,-1744.389097744361,1392.579986385296,0.5169379674439067,-302.42511912865893,206,206
K10,Cards Core,PVC,419/58,ZZZ,590,290,35957.0,73.26416666666667,45817.0,Cards Core,WH,35957.0,35957.0,60767.33,0.0,60767.33,-5033.98,0.0,0.0,0.0,55733.35,1.55,0.0,0.0,-3675.42,52057.93,36674.06,0.0,19059.29,1464.24,123.83,2796.92,10998.88,9102.78,7583.24,2461.74,3375.22,713.91,-12238.01,1330.41,6277.38,2261.34,-22107.14,-22107.14,1381.76,-23488.9,PVC-419/58-ZZZ-WH,-22107.14,625.3671076128621,0.784796036405701,-301.7456009645461,207,207
K06,Shrink Sleeve,PVC,147/07,T25,945,40,67673.16,74.87527777777778,72276.16,Shrink Sleeve,GC,61256.5,61256.5,166364.5,0.0,166364.5,0.0,0.0,0.0,0.0,166364.5,2.7158668875956025,0.0,0.0,-7244.04,159120.46,91087.76,0.0,75276.74,4404.77,255.19,11319.08,52053.66,12724.76,28439.53,5788.92,10551.27,1834.33,-7285.15,3056.69,7990.91,3852.43,-22185.18,-22185.18,6951.99,-29137.17,PVC-147/07-T25-GC,-24509.092680267404,965.287370479056,0.9363137167220836,-296.2951278236772,208,208
K06,Shrink Sleeve,PVC,148/07,T35,800,45,17435.978,12.841111111111115,17435.978,Shrink Sleeve,GC,14692.1,14692.1,47044.41,0.0,47044.41,-334.51,0.0,0.0,0.0,46709.9,3.179252795720149,0.0,0.0,-835.92,45873.98,26854.42,0.0,19855.48,1442.72,65.76,2824.93,14686.15,3201.93,7110.97,1436.56,2638.86,450.01,-152.18,733.13,1916.58,923.99,-3725.88,-3725.88,1733.22,-5459.1,PVC-148/07-T35-GC,-4421.720632900674,1357.8247122955784,1.0,-290.1524617115168,209,209
K40,Shrink Sleeve,PVC,146/19,T05,240,75,19926.6,19.79138888888889,23246.6,Capsule (TDO),GC,14740.8,14459.1,43302.09,0.0,43302.09,0.0,-1001.02,-828.2,-1011.27,40461.6,2.7983484449239584,0.0,0.0,-1895.59,38566.01,21072.52,0.0,19389.08,529.98,154.09,2899.32,13910.1,3872.05,7094.09,1745.88,2842.03,559.57,-2203.52,721.52,1886.18,909.33,-5720.55,-5720.55,1960.37,-7680.92,PVC-146/19-T05-GC,-7883.693426976783,1174.581537986498,0.8571834160694468,-289.0423725245267,210,210
K10,Cards Core,PVC,230/58,ZZZ,420,200,9510.0,10.099444444444442,9720.0,Cards Core,WH,8081.0,8081.0,16970.1,0.0,16970.1,0.0,0.0,0.0,0.0,16970.1,2.1,0.0,0.0,-1160.96,15809.14,9156.57,0.0,7813.53,183.28,30.42,790.69,5648.18,2496.8,2066.0,655.95,934.59,192.04,-697.2,299.0,1410.78,508.21,-2915.19,-2915.19,387.79,-3302.98,PVC-230/58-ZZZ-WH,-3430.6963123375817,962.429176522361,0.9783950617283952,-288.6485505253315,211,211
K10,Cards Core,PVC,419/58,ZZZ,320,150,20439.0,28.60333333333333,20589.0,Cards Core,WH,26150.0,26150.0,50992.5,0.0,50992.5,0.0,0.0,0.0,0.0,50992.5,1.95,0.0,0.0,-3206.16,47786.34,27191.31,0.0,23801.19,1111.95,87.57,2156.6,17238.91,7336.86,5885.29,1815.42,2739.26,511.65,-1049.57,967.56,4565.27,1644.58,-8226.98,-8226.98,1344.01,-9570.99,PVC-419/58-ZZZ-WH,-6430.257905162524,719.8112108145903,0.9927145563164796,-287.62312084838595,212,212
E27,Shrink Sleeve,PET,G10F22,T52,734,45,5142.1579999999985,3.1919444444444447,5142.1579999999985,Shrink Sleeve,TR,11974.0,11974.0,40985.27,0.0,42090.43,0.0,0.0,0.0,-1436.87,40653.56,3.395152831134124,0.0,0.0,-1373.68,39279.88,25239.17,0.0,15414.39,2235.84,19.45,1697.22,10088.2,3163.96,3042.99,444.28,967.55,470.53,1998.89,597.5,1562.01,753.06,-913.68,-913.68,2147.12,-3060.8,PETG-G10F22-T52-TR,-392.3740539034574,1610.9797928813848,1.0,-286.2455835001305,213,213
K06,Shrink Sleeve,PVC,148/07,T35,1220,45,7273.9900000000025,5.464444444444443,7273.9900000000025,Shrink Sleeve,GC,5921.1,5921.1,18000.14,0.0,18000.14,0.0,0.0,0.0,0.0,18000.14,3.0399993244498487,0.0,0.0,0.0,18000.14,10898.39,0.0,7101.75,194.27,22.28,1126.68,5758.52,1301.57,2763.19,563.88,1043.47,176.4,-89.99,295.46,772.41,372.38,-1530.24,-1530.24,696.0,-2226.24,PVC-148/07-T35-GC,-1879.8788160308054,1331.1490443269627,1.0,-280.035786905246,214,214
K06,Shrink Sleeve,PVC,148/05,T30,222,50,3025.0,5.140833333333333,3025.0,Shrink Sleeve,GC,6342.2,6342.2,17945.54,0.0,17945.54,0.0,0.0,0.0,0.0,17945.54,2.829544952855476,0.0,0.0,-660.02,17285.52,9839.0,0.0,8106.54,226.08,25.89,1106.46,6088.09,1450.92,2761.07,548.9,1055.03,161.56,110.61,316.47,827.34,398.86,-1432.06,-1432.06,712.47,-2144.53,PVC-148/05-T30-GC,-683.0408217968527,588.4260009726049,1.0,-278.5657318852326,215,215
K40,Shrink Sleeve,PVC,146/01,T05,343,75,5991.0,6.353888888888888,7401.4,Capsule (TDO),WH,7664.5,6209.5,22612.5,0.0,22612.5,0.0,-436.9,-4255.44,-496.76,17423.4,2.805926403092037,0.0,0.0,-1062.47,16360.93,9313.47,0.0,8109.93,132.32,9.51,989.9,5915.73,2116.44,1946.68,744.23,1044.19,298.73,-234.54,309.85,810.04,390.51,-1744.94,-1744.94,671.76,-2416.7,PVC-146/01-T05-WH,-1683.5390192447055,1164.8614147066535,0.8094414570216446,-274.6255136836583,216,216
K10,Cards Core,PVC,419/05,ZZZ,482,300,20584.0,23.25138888888889,21869.0,Cards Core,WH,20584.0,20584.0,38286.24,0.0,38286.24,0.0,0.0,0.0,0.0,38286.24,1.86,0.0,0.0,0.0,38286.24,25031.14,0.0,13255.1,823.3,57.58,1363.88,11010.34,4823.92,3689.93,1200.01,1691.84,328.52,-723.88,761.61,3593.56,1294.52,-6373.57,-6373.57,740.63,-7114.2,PVC-419/05-ZZZ-WH,-6373.57,940.5459649961173,0.9412410261100188,-274.11566812018395,217,217
E28,Shrink Sleeve,PO,C8CF03,T27,770,50,24848.99,34.46722222222222,25148.99,Shrink Sleeve,GC,32299.1,32299.1,159197.25,0.0,159197.25,0.0,0.0,0.0,-46.83,159150.42,4.9273948809719155,0.0,0.0,-3589.75,155560.67,130782.16,0.0,28368.26,4295.12,56.06,4284.05,16143.28,5338.67,6844.7,1130.3,2752.15,1633.94,-1556.48,1611.72,4213.41,2031.29,-9412.9,-9412.9,4793.18,-14206.08,PP-C8CF03-T27-GC,-7241.720604320245,729.6494576167373,0.9880710915229598,-273.0971454360826,218,218
K06,Shrink Sleeve,PVC,148/05,T30,700,40,4370.0,4.410277777777779,4370.0,Shrink Sleeve,GC,3627.1,3336.3,11062.66,0.0,11062.66,0.0,0.0,-886.94,-203.51,9972.21,2.989002787519108,0.0,0.0,-382.93,9589.28,6056.9,0.0,3915.31,125.96,14.08,588.3,2804.04,708.09,1467.42,290.26,553.04,85.81,-300.58,180.99,473.16,228.11,-1182.84,-1182.84,363.62,-1546.46,PVC-148/05-T30-GC,-1549.3243413362106,990.8672923096303,1.0,-268.2007936008061,219,219
K06,Shrink Sleeve,PVC,148/05,T30,590,40,9937.988,7.566666666666666,9937.988,Shrink Sleeve,GC,7779.0,7779.0,21003.3,0.0,21003.3,-840.13,0.0,0.0,0.0,20163.17,2.5920002571024554,0.0,0.0,0.0,20163.17,12856.51,0.0,7306.66,582.69,24.09,1122.38,5577.5,1188.67,2748.8,549.8,1024.18,167.61,-101.56,388.17,1014.77,489.22,-1993.72,-1993.72,655.74,-2649.46,PVC-148/05-T30-GC,-2547.0581611209673,1313.390484581498,1.0,-263.48722466960356,220,220
K40,Dec. Surfaces/others,PVC,252/01,ZZZ,1400,200,3664.0,3.3633333333333337,3664.0,2D Uni,WH,3614.6,3614.6,6459.18,0.0,6459.18,0.0,0.0,0.0,0.0,6459.18,1.7869695125325071,0.0,0.0,-216.72,6242.46,4632.54,0.0,1826.64,52.75,1.01,205.62,1350.54,359.62,399.32,208.08,219.8,98.64,65.08,191.5,531.96,227.32,-885.7,-885.7,121.65,-1007.35,PVC-252/01-ZZZ-WH,-897.8046810158801,1089.3954410307233,1.0,-263.33994053518336,221,221
K10,Cards Core,PVC,419/58,ZZZ,480,300,2596.0,2.995833333333333,2930.0,Cards Core,WH,2203.0,2203.0,4620.0,0.0,4620.0,0.0,0.0,0.0,0.0,4620.0,2.0971402632773493,0.0,0.0,-273.66,4346.34,2306.56,0.0,2313.44,109.66,10.1,234.55,1685.47,699.05,625.48,202.36,273.64,61.71,-176.77,81.51,384.6,138.55,-781.43,-781.43,105.53,-886.96,PVC-419/58-ZZZ-WH,-920.8317203812982,978.0250347705147,0.8860068259385665,-260.83894297635607,222,222
K18,Cards Overlay,PVC,278/01,SB5,474,100,2124.0,2.1850000000000005,2124.0,Cards Coated Overlay,GC,2089.5,2089.5,10301.24,0.0,10301.24,0.0,0.0,0.0,0.0,10301.24,4.930002392916967,0.0,0.0,-1049.06,9252.18,4887.28,0.0,5413.96,116.64,8.63,535.64,3703.99,1462.38,1337.96,327.82,517.98,51.16,6.69,77.31,364.78,131.41,-566.81,-566.81,469.8,-1036.61,PVC-278/01-SB5-GC,-576.1686719310837,972.0823798627,1.0,-259.40961098398157,223,223
K18,Cards Core,PVC,419/58,ZZZ,1505,150,18690.0,20.05694444444445,20640.0,Cards Core,WH,18690.0,18690.0,30277.8,0.0,30277.8,0.0,0.0,0.0,0.0,30277.8,1.62,0.0,0.0,-1841.22,28436.58,19788.85,0.0,10488.95,0.0,131.13,1043.24,7473.36,2694.49,2471.9,970.27,1053.12,306.45,-22.87,691.53,3262.9,1175.41,-5152.71,-5152.71,330.38,-5483.09,PVC-419/58-ZZZ-WH,-5152.71,1029.0700090021462,0.9055232558139537,-256.90403711654307,224,224
E27,Shrink Sleeve,PET,G10F22,T52,679,50,2475.106,1.459722222222222,2475.106,Shrink Sleeve,TR,1796.5,1796.5,6197.93,0.0,6197.93,0.0,0.0,0.0,-215.58,5982.35,3.3300027831895362,0.0,0.0,-428.55,5553.8,3684.9,0.0,2297.45,443.81,3.34,198.36,1223.39,506.29,480.94,32.04,80.59,60.9,62.63,89.64,234.36,112.98,-374.35,-374.35,334.88,-709.23,PETG-G10F22-T52-TR,-515.7561542443641,1695.6006850618462,1.0,-256.4529019980971,225,225
K10,Cooling Tower,PVC,459/57,ZZZ,1240,280,29940.7,24.630000000000006,34799.9,Cooling Tower,BK,29940.7,29940.7,36827.07,0.0,36827.07,0.0,0.0,0.0,0.0,36827.07,1.2300003005941744,0.0,0.0,-1739.79,35087.28,16541.27,0.0,20285.8,505.25,105.24,2088.81,15846.71,6051.27,5665.86,2172.44,2376.02,689.42,-1108.3,698.22,2580.29,1882.97,-6269.78,-6269.78,749.64,-7019.42,PVC-459/57-ZZZ-BK,-6269.78,1412.907023954527,0.8603674148488932,-254.5586682907024,226,226
K40,Shrink Sleeve,PVC,146/01,T05,450,75,3412.0,3.4952777777777784,4665.0,Capsule (TDO),OP,11840.2,11840.2,37178.22,0.0,37178.22,0.0,-884.84,0.0,-828.82,35464.56,2.995266971841692,0.0,0.0,-1009.65,34454.91,20287.48,0.0,15177.08,1208.23,113.65,1440.07,11405.48,3044.94,3407.71,1023.9,1577.1,355.0,1996.83,590.83,1544.56,744.63,-883.19,-883.19,822.77,-1705.96,PVC-146/01-T05-OP,-254.5095758517593,1334.657871731701,0.7314040728831726,-252.68091869983311,227,227
K40,Shrink Sleeve,PVC,146/01,T05,345,75,35194.8,37.691388888888895,40460.7,Capsule (TDO),GC,32786.0,32786.0,88149.26,0.0,88149.26,0.0,0.0,0.0,0.0,88149.26,2.6886250228756166,0.0,0.0,-5341.47,82807.79,45727.72,0.0,42421.54,1301.56,330.62,5490.5,29957.39,7587.64,14247.22,3139.63,5472.5,1023.47,-1513.07,1636.04,4276.92,2061.92,-9487.95,-9487.95,3854.16,-13342.11,PVC-146/01-T05-GC,-10185.033327029829,1073.4733102904436,0.8698514855155743,-251.7272586576657,228,228
K10,Cards Core,PVC,230/58,ZZZ,700,200,9116.0,12.253888888888891,9992.0,Cards Core,WH,5404.0,5404.0,12423.44,0.0,12423.44,0.0,0.0,0.0,-310.59,12112.85,2.2414600296076985,0.0,0.0,-618.74,11494.11,6074.93,0.0,6037.92,133.12,31.36,785.74,4468.96,2059.43,2130.69,686.12,959.66,229.04,-1595.98,199.95,943.43,339.86,-3079.22,-3079.22,469.44,-3548.66,PVC-230/58-ZZZ-WH,-5194.331887490745,815.4146076075623,0.9123298638911128,-251.28512490365867,229,229
E26,Shrink Sleeve,PET,G10F22,T52,711,40,5988.0,5.985277777777778,6481.0,Shrink Sleeve,TR,11160.1,11160.1,38075.02,0.0,39527.96,0.0,0.0,0.0,-1339.21,38188.75,3.4219003413947897,0.0,0.0,-1694.22,36494.53,23492.55,0.0,14696.2,2034.66,20.57,1696.17,9250.58,3132.63,2948.23,471.76,1025.1,460.7,1212.16,556.87,1455.83,701.86,-1502.4,-1502.4,2069.29,-3571.69,PETG-G10F22-T52-TR,-806.119228322327,1082.823594932009,0.9239314920536954,-251.01591868937672,230,230
K10,Cards Core,PVC,230/58,ZZZ,330,150,27705.907000000003,41.34111111111112,29849.907000000003,Cards Core,WH,25205.0,25205.0,54222.5,0.0,54222.5,0.0,0.0,0.0,0.0,54222.5,2.151259670700258,0.0,0.0,-4507.78,49714.72,28200.63,0.0,26021.87,442.75,91.16,2659.62,18320.56,8074.41,7180.28,2245.35,3288.71,684.84,-3153.03,956.64,4513.77,1626.02,-10249.46,-10249.46,1591.36,-11840.82,PVC-230/58-ZZZ-WH,-11266.438625678238,722.0393017442952,0.9281739805755508,-247.9241540570322,231,231
K18,Cooling Tower,PVC,459/57,ZZZ,660,300,125251.5,66.88194444444444,131749.5,Cooling Tower,BK,125251.5,125251.5,148218.32,0.0,148218.32,0.0,-2964.37,0.0,0.0,145253.95,1.1596982870464625,0.0,0.0,-5921.77,139332.18,68600.96,0.0,76652.99,3901.21,334.99,6317.21,60177.81,21017.64,17540.93,6929.97,7539.54,2076.29,5073.44,2920.88,10794.17,7877.05,-16518.66,-16518.66,2613.63,-19132.29,PVC-459/57-ZZZ-BK,-16518.66,1969.881424566504,0.9506791297120673,-246.9823528190219,232,232
K10,Cards Core,PVC,230/58,ZZZ,298,340,3331.0,3.8675,3331.0,Cards Core,WH,2910.0,2910.0,6169.2,0.0,6169.2,0.0,0.0,0.0,0.0,6169.2,2.12,0.0,0.0,-225.45,5943.75,3185.82,0.0,2983.38,119.49,13.56,308.59,2316.29,853.22,860.44,278.55,386.01,90.88,-152.81,107.67,508.03,183.01,-951.52,-951.52,190.93,-1142.45,PVC-230/58-ZZZ-WH,-1089.179766323024,861.2798965740143,1.0,-246.02973497091145,233,233
K10,Cards Core,PVC,230/58,ZZZ,520,125,7811.0,12.44388888888889,9685.0,Cards Core,OP,7085.0,7085.0,16553.75,0.0,16553.75,0.0,0.0,0.0,-662.15,15891.6,2.2429922371206774,0.0,0.0,-2027.25,13864.35,8532.31,0.0,7359.29,680.45,23.25,617.3,4011.04,2103.09,1615.06,506.99,748.27,140.77,-1103.14,262.15,1236.9,445.58,-3047.77,-3047.77,331.47,-3379.24,PVC-230/58-ZZZ-OP,-3360.0750134086097,778.2936738247242,0.8065049044914817,-244.9210232599669,234,234
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,254,140,10589.3,14.066388888888891,12006.0,2D Drawer Wrapping Uni,OP,11471.5,11471.5,26189.03,0.0,26189.03,0.0,0.0,0.0,-383.8,25805.23,2.249507910909646,0.0,0.0,-1362.31,24442.92,15255.18,0.0,10550.05,229.52,9.48,1205.49,7743.25,2869.77,2420.31,1051.53,1364.7,451.65,-414.71,607.77,1688.26,721.42,-3432.16,-3432.16,921.83,-4353.99,PVC-225/05-ZZZ-OP,-3168.2144347295466,853.5239637433597,0.8820006663334998,-243.99723533245125,235,235
K18,Dec. Surfaces/others,PVC,225/05,ZZZ,254,140,18540.0,14.158611111111108,18700.0,2D Drawer Wrapping Uni,OP,11471.5,11471.5,26189.03,0.0,26189.03,0.0,0.0,0.0,-383.8,25805.23,2.249507910909646,0.0,0.0,-1362.31,24442.92,15255.18,0.0,10550.05,229.52,9.48,1205.49,7743.25,2869.77,2420.31,1051.53,1364.7,451.65,-414.71,607.77,1688.26,721.42,-3432.16,-3432.16,921.83,-4353.99,PVC-225/05-ZZZ-OP,-5546.985694983219,1320.7510152832006,0.9914438502673796,-242.4079574660101,236,236
E27,Shrink Sleeve,PET,G10F22,T38,580,45,1466.6999999999994,1.0494444444444446,1466.6999999999994,Shrink Sleeve,GC,1407.7,1407.7,4664.7,0.0,4791.4,0.0,0.0,0.0,-186.78,4604.62,3.2710236556084387,0.0,0.0,-239.56,4365.06,2887.46,0.0,1717.16,65.77,2.95,190.24,1218.64,469.27,499.36,29.65,74.19,56.6,89.57,70.24,183.63,88.53,-252.83,-252.83,318.41,-571.24,PETG-G10F22-T38-GC,-263.42669673936194,1397.596611964001,1.0,-240.91794600317624,237,237
K06,Shrink Sleeve,PVC,148/05,T30,590,38,35409.982,27.09,36837.982,Shrink Sleeve,GC,27964.5,27964.5,75504.15,0.0,75504.15,0.0,0.0,0.0,0.0,75504.15,2.7,-1498.68,0.0,-1498.68,74005.47,45450.37,0.0,30053.78,2224.23,91.03,4277.48,21962.36,4596.65,10453.29,2090.47,3910.12,633.19,278.64,1395.43,3647.97,1758.68,-6523.44,-6523.44,2514.15,-9037.59,PVC-148/05-T30-GC,-8260.290474640347,1359.8369139904025,0.9612356616060022,-240.8062015503876,238,238
K06,Shrink Sleeve,PVC,148/05,T30,1220,45,9665.995,7.21638888888889,9896.995,Shrink Sleeve,GC,7946.5,7946.5,22585.53,0.0,22585.53,0.0,0.0,0.0,0.0,22585.53,2.842198452148745,-340.36,0.0,-340.36,22245.17,12935.43,0.0,9650.1,261.16,27.32,1423.4,7597.86,1712.55,3443.53,695.88,1318.21,210.17,217.52,396.53,1036.62,499.76,-1715.39,-1715.39,881.6,-2596.99,PVC-148/05-T30-GC,-2086.5728513244826,1371.4608722429655,0.9766595820246446,-237.70753300742905,239,239
K06,Shrink Sleeve,PVC,146/01,T05,565,75,12261.983999999999,8.845555555555556,12601.983999999999,Capsule (TDO),GC,9843.7,9843.7,27562.36,0.0,27562.36,0.0,0.0,0.0,0.0,27562.36,2.8,-1102.49,-689.06,-4381.55,23180.81,13477.35,0.0,14085.01,392.02,35.35,1399.73,7876.36,1405.11,3757.19,792.72,1330.21,285.65,305.48,491.2,1284.11,619.07,-2088.9,-2088.9,893.64,-2982.54,PVC-146/01-T05-GC,-2602.0762901754424,1424.6684587363395,0.973020121276142,-236.1524934053511,240,240
E27,Shrink Sleeve,PET,G10F22,T32,525,65,4289.268,5.529166666666668,4289.268,Shrink Sleeve,GC,4206.6,4206.6,13671.45,0.0,13671.45,0.0,0.0,0.0,0.0,13671.45,3.25,0.0,0.0,-1351.98,12319.47,8652.76,0.0,5018.69,1511.63,12.16,320.62,1822.3,892.68,878.14,62.44,161.73,99.28,-271.97,209.91,548.76,264.56,-1295.2,-1295.2,560.36,-1855.56,PETG-G10F22-T32-GC,-1320.6532386250176,775.7530670685758,1.0,-234.2486812358704,241,241
K18,Cards Core,PVC,230/18,ZZZ,620,120,32574.0,31.9525,37811.0,Cards Core,WH,41088.0,40467.0,134273.78,0.0,134273.78,0.0,0.0,-2415.0,-2832.69,129026.09,3.1884273605653988,0.0,0.0,-1849.86,127176.23,74467.31,0.0,54558.78,4743.63,545.53,5185.44,42234.32,13566.37,13007.49,4195.52,6132.89,1527.34,3804.71,1520.26,7173.15,2584.04,-7472.74,-7472.74,2817.57,-10290.31,PVC-230/18-ZZZ-WH,-6015.19837793758,1183.350285580158,0.86149533204623,-233.8702761912213,242,242
K06,Shrink Sleeve,PVC,148/07,T35,1200,50,3703.995,3.1319444444444438,4223.995000000001,Shrink Sleeve,TR,1242.1,1242.1,4036.83,0.0,4036.83,0.0,0.0,0.0,-149.05,3887.78,3.1300056356171,0.0,0.0,-101.75,3786.03,2309.49,0.0,1578.29,114.33,6.34,280.93,1074.94,337.37,707.03,143.71,265.94,45.0,-424.11,61.98,162.03,78.11,-726.23,-726.23,179.58,-905.81,PVC-148/07-T35-TR,-2165.648731060301,1348.6813303769404,0.8768937936716306,-231.87831485587586,243,243
K06,Shrink Sleeve,PVC,145/01,T02,905,40,22189.976,16.957500000000003,23315.976000000002,Shrink Sleeve,GC,17918.9,17918.9,43472.0,0.0,43472.0,0.0,0.0,0.0,0.0,43472.0,2.426041777118015,0.0,0.0,0.0,43472.0,23971.13,0.0,19500.87,1009.76,61.44,2912.78,15516.89,3143.93,7212.47,1468.51,2681.93,464.01,546.04,894.15,2337.52,1126.92,-3812.55,-3812.55,1752.91,-5565.46,PVC-145/01-T02-GC,-4721.29388516036,1374.9654135338342,0.9517069326199342,-224.8297213622291,244,244
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,1435,150,12720.4,11.251388888888886,12720.4,2D Drawer Wrapping Uni,WH,12720.4,12720.4,24831.24,0.0,24831.24,0.0,0.0,0.0,0.0,24831.24,1.952080123266564,-210.95,0.0,-3059.3,21771.94,14936.26,0.0,9894.98,0.0,90.71,826.64,5918.33,1704.72,1439.19,786.76,823.1,341.66,822.9,673.93,1872.06,799.98,-2523.07,-2523.07,478.31,-3001.38,PVC-225/05-ZZZ-WH,-2523.07,1130.562646586841,1.0,-224.245204295766,245,245
K06,Shrink Sleeve,PVC,148/07,T35,1145,50,12820.996000000001,9.608611111111113,13035.996,Shrink Sleeve,GC,9210.3,9210.3,26249.36,0.0,26249.36,0.0,0.0,0.0,-262.49,25986.87,2.821500928308524,0.0,0.0,-817.46,25169.41,16455.23,0.0,9531.64,461.68,26.17,1352.43,6873.9,1477.59,3233.15,644.93,1225.39,190.85,101.99,459.59,1201.48,579.24,-2138.32,-2138.32,788.2,-2926.52,PVC-148/07-T35-GC,-2976.601431736209,1356.6993032869825,0.9835072057401674,-222.542048509728,246,246
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,265,140,8757.0,12.593333333333335,9471.8,2D Drawer Wrapping Uni,OP,8653.5,8653.5,21407.76,0.0,21407.76,0.0,0.0,-1631.32,0.0,19776.44,2.2853689258681458,0.0,0.0,-1040.18,18736.26,11576.59,0.0,8199.85,475.06,17.48,877.2,5789.93,2202.25,1947.93,791.2,1039.61,334.35,-525.41,458.46,1273.54,544.22,-2801.63,-2801.63,692.89,-3494.52,PVC-225/05-ZZZ-OP,-2835.1388351534056,752.12811011117,0.9245338795160368,-222.46929592376918,247,247
